,gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,AlpA,0.9722783634277613,3.054636555915954,2.648809237251071,2.6878513916782247,1.7913720545957228,1.8862758995494846,1.6723922947559202,0.7584076450977022,0.9022731704024511,2.0903796514919954,0.7413256927923124,2.205813758151278,1.340748809312268,1.7010729227882098,3.470153675639756,1.8884598067011698,2.2459300396332873,1.5531368461658692,2.195928391467496,2.459911580786058,1.5422564763219127,3.5967070050608605,1.616132799026079,2.949020173225884,1.5936276439941428,3.011175397580112,2.6398065932936747,1.737448057572945,0.5291961514200699,1.1076856038651275,3.754433718105738,2.719596396335291,1.3419120039845929,2.979920068738065,1.594155906017897,0.9028777829874564,3.4094136279911904,2.0374990531647055,0.7227215340131521,3.0990349716108,1.743537991518024,2.1948775397171345,2.1435400477898083,3.127029613229076,2.524879783299713,2.825690209063211,1.5607446580644888,3.0364619866796976,2.9433728285543572,2.5462939657931813,0.5022869461129974,3.3373997862215203,1.122981801983559,0.9948218127984927,3.9252059881801635,1.7176003169970784,1.8170352926551319,0.7789167890413784,1.390510561242424,0.8664697854913005,1.5684809752298983,1.7643623742739492,0.9689169683215586,1.0186559127442887,1.100401726163528,1.647615798097887,1.520737009485505,1.5834622425965301,3.0637637290981052,1.3810997200135482,1.380846826452579,2.5566765795988418,1.4653155875341675,2.630090728045203,2.9291212283477908,2.5462939657931813,0.45251845190994183,1.692715307403262,3.8240487175148643,1.6921116112934473,0.897057146356117,3.8716589935057257,1.7089154236267605,1.2885986979201196,2.1803748037662634,2.095069603201859,1.5422564763219127,1.2010956236427228,4.0836227038439725,0.9416107423065286,2.688659972638127,2.769629233606569,4.045160173241337,1.517148917449677,0.6445284391612424,3.1337163680590803,1.8220671650144065,4.249794046402946,0.7461396305716214,1.1044705652947262
1,GlnG,3.1119143062045427,6.839722556985628,6.7726574878729355,9.648658643465376,3.6925681965511683,6.359137382184439,6.698070881187407,7.036297750930533,12.354343048887237,7.675549914234905,10.931062886307375,11.650617257174046,7.850807388415214,9.26269991407348,11.161404906760255,8.895890105196301,14.816744814868771,17.552664541651172,3.240427654969618,6.0433015241190144,10.235772057008916,12.482939377120688,7.171822030229595,15.11728723289123,7.976110027949843,4.553244884007261,8.015145630122241,3.1441160878108985,12.96034152378647,11.075083196248471,13.586457967566941,10.55977693379817,7.363119500304163,10.504466089715592,12.163265623906144,2.612761298152821,6.747525751996164,3.016383716742486,9.392447463138389,12.240231394486292,9.244853765808369,9.666377889913907,7.562702558658844,10.542120443644462,5.748764481040181,5.772411990141829,4.9232560574827415,12.976346432098754,2.4484355088257552,10.291967769157786,9.784974192821071,7.374954386332336,12.046710409328057,2.6930900311902857,12.334302178621888,6.704641034307148,7.524286110829084,18.943665741098876,7.533085594131304,8.232232844715597,7.274234360685578,4.488538045710668,4.248202686079861,7.4137550201539835,12.610191899449637,8.42321134814664,8.46486632284058,8.596093332318656,10.963596009482108,7.418974402555636,4.167542933754105,8.171182263025592,9.025573572327334,6.9733167948876975,11.510256609598237,10.291967769157786,8.562504485721412,5.111993932197548,12.032197795410294,8.715613575716935,6.890734848683114,10.738572716794142,8.628578166611037,4.182624472923048,4.075742918181511,9.053097021204115,10.235772057008916,16.31134370904461,12.124053801456247,5.331813450778879,6.7996348512893015,6.035236279620082,9.868288542369118,11.460624152768807,10.407901283611112,6.957649655492572,7.222974049587627,9.928076064950542,7.657484815473893,9.717685004442794
2,RcsB,3.7797317726739155,6.380218366110425,9.39894906718533,5.676675196634155,8.500651159967221,6.111103322649385,4.283198797955656,4.465057302724327,6.385080338270307,2.3774436043818707,4.063871224599133,4.154595901806161,5.213168669359592,2.257558896598175,1.931192414331765,9.296228445783157,3.609777113492941,4.508524274692779,5.642812488083404,7.091497376849057,2.3219582486639574,2.187969243509743,9.86746190614326,4.321545325583541,5.124912155285914,5.953098269861269,10.11358748469867,3.9063196434031626,7.451963444165678,4.636303682376387,5.098445068149746,1.179228389288022,4.641688614775346,0.3840596399172786,2.510143461993501,7.38187280691933,6.224808774836549,3.7427848118750626,2.9174242770095984,0.4000568334816912,2.6420022932499414,2.9147165409676417,1.8953909408864575,1.6931436172096292,6.257404241741379,7.733090378678271,5.5973697849620905,5.369282461534856,5.275381333341119,1.7657731202699067,4.776028783308942,6.769694404784012,2.674566956294051,7.323878910277056,0.8748745556153102,5.696074242313267,8.877718893655091,7.095642517472113,5.249785797692027,3.4701716015862716,5.813715022437543,6.818773814967202,7.625393255648374,5.124647494717199,6.416495529969713,2.508736630539917,3.8035507622307136,1.676008325685681,1.0583236711639785,4.679590605956852,7.1629558452483995,10.602768624405105,1.8448339227177055,6.762362373956512,1.5110219354741081,1.7657731202699067,3.9935048912489863,6.060199906205336,2.5692712861528726,1.5297464643478744,4.881827631312882,1.4595746784332988,1.2913322572495336,7.196223682743276,4.953521650499144,1.0341492655494973,2.3219582486639574,4.306517486006846,1.1785435005003226,5.2109548504717855,9.03150640329761,7.193989046176489,3.856033091837446,4.328484091750706,4.198863319270126,8.714623472124027,4.934303997333683,4.323304890284665,4.563017594598028,3.6091835701484176
3,GadX,33.57812216093946,27.934828195613278,24.838382261131514,27.501241478190618,27.163669987011627,36.63843357925166,27.80295532692724,29.944024708966438,38.79126779770267,21.585520427831124,34.760988741953284,24.633736444792103,25.71253666776528,25.834909246953693,27.3603296562745,27.47166604031874,30.017555736095666,26.241527990525206,28.156354817104567,26.880148729787507,34.59209162722181,14.83680961922255,27.268505964058477,25.754000481491907,26.663153493971066,27.531424556940426,28.642192382557216,35.64666005839202,37.07404959379736,36.79171442618403,26.16030222899339,24.326060021754802,29.976388010019708,22.424268218169164,34.94320374741815,26.684452121111796,28.139206138478336,35.30449711685391,35.38117673492762,19.259488920994897,26.070429615649537,27.193076701274464,34.802723158027206,27.48660840836251,37.71018000530361,25.334684356620233,34.030855884021236,26.083422616394788,29.848142432742613,24.782680400062223,35.63546456481205,30.90122373719058,36.57384078911977,27.915676579146364,17.694874700692324,22.56719453223426,27.985206137785866,38.17165689056044,30.343949359693067,30.0750176986801,23.297269820837567,36.38411847984013,27.542194916215447,29.55928270019622,37.91404135136603,24.004103044960853,31.3463224620907,35.41016915788412,27.941642679061168,25.882153121855485,28.379130370843544,27.264648260642996,35.67589298209472,33.24411465656313,30.384048328673135,24.782680400062223,29.05603954567718,36.0923131321421,16.788669896082133,24.16170638706738,25.96272673675296,29.51588156517586,23.214206130259683,29.158824869327514,27.247916139056336,24.082075082773443,34.59209162722181,25.90770233708914,17.122035795169577,33.69243315876389,25.44910593121559,26.483583406899104,20.789750534860566,30.55312690537046,34.73132235714526,24.6583649507612,26.58538293759811,23.523163343280032,29.62759274867955,30.135607505532825
4,RstA,2.9866026713671685,2.747155113759404,5.005406802503004,3.668342401648511,2.3381971717243,5.757990451353029,7.990092883816823,4.089921730066813,2.16262031209955,12.88498158173585,3.522534860673576,2.915003404083809,3.902807207870748,11.876232855717046,11.413947400235484,2.69302531598954,2.009068755528858,3.42726803076315,2.4141888267151788,2.387190213464369,5.376066547296135,3.82639519795571,2.1539703389466434,4.772590077192812,8.069323038401235,3.131042115937476,3.795892507596693,2.6417317272402925,3.2667031342031905,3.0836798792519717,4.534822095702804,9.258229769139822,4.171368643737381,6.212047707362207,6.3571880097494,1.6498704906361672,2.7289960242980973,2.684977660550932,3.4334242155081545,6.507000249702341,9.610908739247604,8.016095376263173,2.932784600908668,11.898360918641696,5.511079756598986,2.603882919647931,5.062082809083615,5.918849630512511,3.4797092598645283,9.973746515996151,4.622330848310782,1.8761228273168984,5.856528984210067,1.6810394068806238,5.3317903216284765,9.661256703678873,2.73584156619057,0.9140685770981408,8.337027930118442,5.689136135924035,8.123906082192379,7.585903716369564,2.123253459578364,6.555781004661078,2.007745875536056,11.862396764736623,7.403568836915524,1.8683109560087898,11.617852983633568,8.359909325260984,2.373901971751084,3.741396743834528,1.6022085681870954,3.6571175621491614,11.146042605270747,9.973746515996151,4.4941970614259095,8.313618461820228,3.6627394958151513,9.939630796809423,7.936187483792674,12.28544415162844,10.035294158179706,2.4781564989074654,2.9447284339610396,11.378337822688298,5.376066547296135,2.8839993704643008,5.561103926938362,4.821296896339209,4.542897777636139,2.3797349243364865,4.054506340900391,0.328401656122814,3.483918802355837,3.733072473893522,8.36054138724989,4.6654188629842075,4.4449865817200545,7.962469809794674
5,RybB,6.950025994780046,4.015021627339811,9.00070984274924,7.414826774997793,6.190053178686768,4.105565033092289,4.952498496591474,3.98076181604877,7.785312331711281,3.8069471556815646,6.226511315514671,6.105523194525699,5.419764642968693,4.705428418434799,3.8229234876985156,4.165837022376673,5.9052579996438865,5.6713942001554996,6.614228441066912,2.3019550858927187,5.160543359241421,2.0087475146207106,2.731981887697515,4.265054394403528,3.7500895455854732,11.444848740289403,4.5712148000585096,8.08497007412548,6.662441387744136,6.557391781097955,5.693098857476966,2.8084104913063173,4.300940004854949,2.31799565163321,5.697466671859225,6.249692152719082,3.619822597391031,7.1737586843276295,6.256139406186839,2.4815705092690403,5.3066904874794245,6.163186757533607,5.736453606610152,4.615131232809847,4.281086222654918,2.609030752173133,5.136728071318193,5.370255706348804,11.40198094963544,2.9811945600007372,3.9769808681073298,7.570136626692059,5.616384982195644,6.552572713741792,2.4826217857375994,3.0944207013196126,2.7564268943376886,10.272852216353831,3.294474538802218,3.8494675427513005,4.404436925043099,4.603072406663471,6.357410956276616,4.335888979544941,7.832319078000865,4.863500295461314,4.017627740520521,5.949985278844161,5.14699436830646,3.851108744496214,6.777325797144212,2.7666995249551563,5.352113132303514,3.644306567595784,3.257228304231987,2.9811945600007372,4.11552988880624,4.778971269522201,1.6991801295948188,5.363273410678267,4.798751308591142,2.5499057178064484,5.084645551914901,6.9997550797356265,7.425786267246908,4.104310757955783,5.160543359241421,5.845621728442853,2.1761107511193245,5.263867667079268,9.670755799946377,3.4054817240855098,4.461879747125251,6.387129584931436,6.184071095772196,8.603186057645123,4.258050398381254,4.261963250752197,3.9157157730630425,3.9620290413831576
6,LexA,0.43706057075266447,0.1297719367863308,0.13624134673829558,1.1120805645496648,0.38254281256288936,0.003242609473898434,3.0396080432686885,1.3400467291971159,5.434784065872346,0.5553201684490586,5.320542891288774,0.9346924297722007,1.1361207184547142,0.5642796044317536,0.06437210294345885,0.0,3.4388458205044294,4.743678448797319,0.21055312842540663,0.00424830430586456,3.889276469947112,1.6787291752427294,0.11477829987067373,3.423860358954724,3.80548367436658,0.3116336387955426,0.06726886728081172,0.3985607961249683,5.659460265207648,6.099871952159503,2.3985879991185484,0.31366273928615607,1.3113953811610128,0.9122830783942916,4.47145458652209,0.22316316564343286,0.003207863428027846,0.29228298627308724,5.546940886243764,1.3263009637628036,1.6078319921984432,2.525896978379336,1.1447435745705463,0.11307894157804246,0.42081081527058783,0.006895533981247312,0.6078451966945754,2.4744127818563846,0.19872983111325526,0.5374761299760861,4.562234033863153,0.3894395415430393,4.84182077862755,0.22380493408784422,1.3441518905568364,3.385380109801568,0.016193384939480145,2.7212201178152315,3.5187275515742398,1.0638409898043446,2.768729202494756,0.03719083626808404,0.03236008522318244,2.419356825343505,5.919327679398877,0.6457015864497431,4.09799235872538,0.8541960559641844,0.2374404369428113,3.756151585620537,0.0,0.018683920744434354,1.0446262472289514,0.003632235933959713,0.2826828569052549,0.5374761299760861,1.2594874535018055,0.08068723223536177,1.7442063737102709,0.7945585831014852,2.505365968126826,0.2691843037931631,0.7525197494576586,0.10460745512838047,0.09119150487689456,0.5485387670543634,3.889276469947112,4.295548124355847,1.32340936331508,0.6166533513753859,0.1075110095586374,0.002146341030640617,2.9613650750855296,3.5804820177923555,5.333550780059077,0.15572141534256345,4.140424263542632,3.7032828937768225,1.3148415044951574,3.2255933635137453
7,FnrS,3.76047011602209,2.2629971674153877,2.3900076962917036,4.504614211270599,2.242006131153083,0.0,6.790614901125538,4.336881692384401,7.110432816435431,4.894930973209479,5.924077040798255,3.6690606336256644,4.874426812323491,5.724612469579874,3.02401919706223,1.2274869915291176,2.7938729337748054,3.54320211893648,3.0184444066916996,1.6305069183912444,5.918678122551463,3.0441740159942103,1.5653490950822941,3.0917844140354207,5.205127527889143,2.8521295271317126,0.9860997357317094,4.344654711364575,7.23930765427989,5.973482860245334,2.0064519687178213,3.0287159842295996,4.614668668647165,1.6712589616839906,5.373323864027906,2.5416152417348226,1.8936724273144416,4.646720852367499,5.018483596789617,1.5411809817298971,4.8553182472132566,6.493629529218457,2.3806313134051122,3.1982915239064944,2.0218713246193385,2.3288208208415666,2.7964947397644297,2.008433369299807,3.084632192407426,3.141257553593834,4.822217267795421,1.3355482087597221,5.293578193046845,2.638871551048129,3.285226577484125,6.452413436441442,1.2600102120473178,6.765375990888521,7.06275164027281,4.616519207306311,5.760312151438513,1.1603711658553058,1.2504507004456917,4.117669994971552,6.951951006482798,6.014326861213865,7.465409157233228,2.3806830743571585,2.871119029864251,4.960610289383792,1.100315308844948,0.528413265252846,2.770985504312277,0.6143722929998228,2.931924951540526,3.141257553593834,4.556741687050626,0.30450228317459066,2.915218085531851,5.152999393709483,5.6895487372363265,3.3828996201020005,5.456012361450571,1.228577698626575,1.7924335850667268,5.294011020887348,5.918678122551463,4.042368905160937,3.5079593873086696,2.8387973413249807,2.366846653443369,1.8424083362897452,2.1914252907515426,4.154174036855241,6.165922738291788,2.5723305158599743,5.669621784176498,2.4527556892301305,4.11646583937694,8.073758368202089
8,FliZ,11.317355581994734,12.632030136924659,10.701370841730041,13.785988493937703,10.615444465080415,12.973410603730631,10.61085249144615,12.824682111516706,13.133379345552926,8.42734740142552,14.948132786263999,14.411053274489378,12.68920010987732,6.207328632831834,6.136657459019431,12.399665520766863,11.85296610956959,10.459963172164928,13.132417975267836,11.161941161539048,15.30165793275276,8.827255693087356,11.325188313060995,10.955389197231261,16.49021644059541,16.012459818301398,12.710894998544768,12.959835207502984,13.634431574160631,13.432202638002826,8.535830940258668,9.051146817183904,12.583466507419104,11.515859807391557,18.905660991432494,14.01644428105833,13.470709144924863,13.258451409442785,14.791398332269761,10.312150888446142,9.290684236962123,9.614505503799794,13.309398721064424,8.201449967370745,13.230816688307579,11.483972425326662,13.085588733900826,8.967425652780237,15.865535507465825,8.614896361319499,18.682549255036026,13.158833050840704,20.184312714400686,13.840756712195232,9.900939304811969,14.162291531793564,11.47798118517207,12.592592997979645,17.645993351027368,11.91515564511601,11.470932598236505,11.105154841722072,12.851959692736992,11.620937940944918,13.546760796444833,5.984158295045861,17.066226710427884,11.337210636284931,9.29733105640246,16.688569940109282,12.435948794069176,12.454923823650118,11.90551526573993,12.16707134399331,9.40808060570402,8.614896361319499,13.105384212412721,10.763147930645543,8.932878545773743,7.873168802019472,12.003681333739248,7.298942254012536,8.191364246709208,10.173660511780433,13.792822204795543,7.434922501355448,15.30165793275276,10.047334998679673,10.115183837568821,11.17393984363588,10.92427592178703,12.479012677836328,12.061056518867467,13.80758706633319,14.558818988407364,10.31002538906633,17.6230215246209,12.683473001254328,12.32262667551117,17.937438948411796
9,MicA,3.7956420436318488,3.3511154890789476,4.1212224186786,0.9703837669424724,4.1426584370347905,1.832944929356179,2.1142260787074605,1.020995518944312,2.9171041537221556,3.297395502432011,2.2616955679601896,0.6875193829829117,0.0,3.6132942663421743,2.748842272461511,3.8983590352727453,1.968392153873805,2.264050300261441,3.695488087108214,3.920879658601656,1.257228467858956,1.8289234721553531,4.030620848943768,2.402670315115374,3.2133443219635174,3.4425905020115373,4.610138163706845,2.691585809302356,3.6302872920869547,4.106898412211701,1.1547236965351224,2.1777485602692463,1.128325723432637,3.331989464610473,0.343122670823278,3.4806201647356763,4.008434866587625,2.155273967934163,3.3678230875220785,2.9169367716278525,2.5130955818615095,3.3037120201716825,2.736887880331161,2.748957429974756,1.623445893862859,3.831459882299174,1.579126296168897,1.4233461165062447,3.8292766314068816,2.2303019310530843,0.15914818405977488,5.412175921359975,0.17120169621830336,3.6411181326926028,3.190664038474899,2.747783388043645,3.9955293750595104,3.954066390945979,2.5918990949553034,0.44185856969318166,2.248852657023028,1.8492112571924038,3.654810560680054,2.4978041305666574,2.602079904308255,3.441178958262136,1.5518172648005057,2.6165894632851465,3.149580521123489,3.4086799199684092,3.663345658001958,4.568763763943503,2.7681814024982887,1.8380383312697208,4.096315456859195,2.2303019310530843,0.847948458105335,2.586434633539814,1.6029913300045038,2.6987326511423158,1.6867385357049556,3.1246151648162472,2.6669732957109358,3.692158819684261,3.918746578180781,3.7751964001143956,1.257228467858956,2.339465010614937,3.0122771561282136,1.4601213131855424,4.184644443719575,3.947133616151032,1.7447628836602598,2.2622911375934014,2.275545621841087,4.067046113543644,3.035466714700283,1.8647829272292167,0.9966880019311252,2.3936820049806418
