trial,n_samples,missing_edge_rate,missing_data_rate,missing_data_mechanism,seed,cause,effect,same_scc,status,adjustment_set,n_rows_used,estimated_path_coefficient,stderr,residual_variance,t_value,ground_truth_beta,scm_true_missing_edges_count,error
0,50000,0.0,0.97,instrument_error,42,aaeR,aaeA,False,identifiable,crp,50000,0.01623569935463305,0.0006280541777563504,0.37039207540523766,25.850794293946386,0.26973612484687454,0,
0,50000,0.0,0.97,instrument_error,42,aaeR,aaeB,False,identifiable,crp,50000,-0.07533140129701717,0.003288229175174094,10.152935456363348,-22.909413329753324,-0.13770222621393555,0,
0,50000,0.0,0.97,instrument_error,42,aaeR,aaeX,False,identifiable,crp,50000,-0.24784821447125419,0.0055064430859219325,28.47146262579926,-45.01058316663914,-0.3370769436603578,0,
0,50000,0.0,0.97,instrument_error,42,accB,accC,False,identifiable,fadR|rpoD,50000,-0.08296248142230879,0.0025767393690127715,5.150174789761889,-32.19669106623472,-0.22967954323358605,0,
0,50000,0.0,0.97,instrument_error,42,marA,ariR,False,identifiable,acrR|bluR|cpxR|cra|crp|cysB|fis|nac|ompR|rpoD|rpoS|soxS,50000,0.20487490458169574,0.001934016829933788,1.9919049688971515,105.93232768750505,0.18181704044806365,0,
0,50000,0.0,0.97,instrument_error,42,marA,dctR,False,identifiable,acrR|cpxR|cra|crp|fis|gadE|gadW|gadX|glaR|hns|nac|ompR|rcsB|rpoD|soxS|ydeO,50000,0.5464270668013614,0.0029036781275704445,4.476942706904191,188.18444841149318,0.382398989444405,0,
0,50000,0.0,0.97,instrument_error,42,marA,decR,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.5315211030428845,0.0032767071532149145,5.7193359975230935,162.21196408149774,0.3031244188084952,0,
0,50000,0.0,0.97,instrument_error,42,marA,fpr,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,-0.5683426888220163,0.00245177074000445,3.2020644438034234,-231.80906744200104,-0.45204633225889995,0,
0,50000,0.0,0.97,instrument_error,42,marA,hdeA,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,50000,-0.5664915875227745,0.005527378434639697,16.214890356057726,-102.48829426489257,-0.20709056660551853,0,
0,50000,0.0,0.97,instrument_error,42,marA,hdeB,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,50000,-0.06546879279701702,0.0009888413268891812,0.51895396466223,-66.20758155707024,-0.26147378279759836,0,
0,50000,0.0,0.97,instrument_error,42,marA,lacA,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,50000,0.2118497067833191,0.002867361382172292,4.369892900890253,73.88315546846881,0.13467865259335224,0,
0,50000,0.0,0.97,instrument_error,42,marA,lacY,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,50000,0.5064596683805871,0.004057263322366576,8.749280084349481,124.82790199704671,0.24233729013672672,0,
0,50000,0.0,0.97,instrument_error,42,marA,lacZ,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,50000,-0.26560662040981114,0.0018910994040911165,1.9007922173695635,-140.4509037627584,-0.2596150068959159,0,
0,50000,0.0,0.97,instrument_error,42,marA,mlaB,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.4227842462294897,0.0043115685053428405,9.902410694292374,98.05810709155632,0.17238530536128274,0,
0,50000,0.0,0.97,instrument_error,42,marA,mlaC,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,-0.45335930282089465,0.002880412181353897,4.419566066665514,-157.393898607872,-0.27120856234876445,0,
0,50000,0.0,0.97,instrument_error,42,marA,mlaD,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,-0.6431466365058007,0.0028958604227279443,4.467099269688592,-222.0917249526643,-0.4232709155365771,0,
0,50000,0.0,0.97,instrument_error,42,marA,mlaE,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,-0.2522534796854711,0.0025904504889089908,3.5745464483324536,-97.37822852260406,-0.16086149367365835,0,
0,50000,0.0,0.97,instrument_error,42,marA,mlaF,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,-0.3366824724567832,0.0032566136327804077,5.649406506371594,-103.38422374327926,-0.16700310512741787,0,
0,50000,0.0,0.97,instrument_error,42,marA,poxB,False,identifiable,acrR|cpxR|cra|crp|fis|fnr|nac|narL|narP|nsrR|ompR|oxyR|rpoD|rpoS|soxS,50000,-0.16423424762891353,0.0018520329642561248,1.8258732833743172,-88.67782096679838,-0.1777478391932611,0,
0,50000,0.0,0.97,instrument_error,42,marA,pqiA,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|rpoS|soxS,50000,-0.23195834536565427,0.002599158123297306,3.598459349145205,-89.24364519669572,-0.14940417789086702,0,
0,50000,0.0,0.97,instrument_error,42,marA,pqiB,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|rpoS|soxS,50000,0.49169085601791124,0.004542874234766259,10.992908837171331,108.23342901615894,0.22095395883022628,0,
0,50000,0.0,0.97,instrument_error,42,marA,pqiC,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|rpoS|soxS,50000,0.3779702697178113,0.007725204403464066,31.78858211825269,48.926895649301564,0.09617999945440117,0,
0,50000,0.0,0.97,instrument_error,42,marA,purA,False,identifiable,acrR|cpxR|cra|crp|fis|gadE|nac|ompR|purR|rpoD|soxS,50000,-0.09705450868748572,0.0015806503015544547,1.3294904808547103,-61.401632348432585,-0.11122587050225934,0,
0,50000,0.0,0.97,instrument_error,42,marA,putA,False,identifiable,acrR|arcA|basR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS|yeiE,50000,-0.6750920449084581,0.0028380124395920576,4.288131424164093,-237.874942156877,-0.6716310666953409,0,
0,50000,0.0,0.97,instrument_error,42,marA,slp,False,identifiable,acrR|cpxR|cra|crp|fis|gadE|gadW|gadX|hns|nac|ompR|rcsB|rpoD|soxS|torR|ydeO,50000,-0.5851663769792541,0.0023975489825254067,3.052116472229477,-244.06858055633202,-0.5802983628711152,0,
0,50000,0.0,0.97,instrument_error,42,marA,waaY,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.2901250900930648,0.002616853251400161,3.6477838001451373,110.86792503088657,0.19266658333004055,0,
0,50000,0.0,0.97,instrument_error,42,marA,waaZ,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.4313511684624418,0.0028168222480791536,4.226581396472964,153.13396816451186,0.27475049675989827,0,
