trial,n_samples,missing_edge_rate,missing_data_rate,missing_data_mechanism,seed,cause,effect,same_scc,status,adjustment_set,n_rows_used,estimated_path_coefficient,stderr,residual_variance,t_value,ground_truth_beta,scm_true_missing_edges_count,error
0,50000,0.4,0.2,biological_error,42,aaeR,aaeA,False,identifiable,crp,50000,-0.004971572574903346,0.0018229456356917537,2.776282624889339,-2.7272193298385345,-0.17394265386205732,3599,
0,50000,0.4,0.2,biological_error,42,aaeR,aaeB,False,identifiable,crp,50000,-0.0035284859614326267,0.0008469442312898603,0.5992745980209739,-4.166137309960647,-0.0920247975567518,3599,
0,50000,0.4,0.2,biological_error,42,aaeR,aaeX,False,identifiable,crp,50000,-0.007792279965878211,0.001983812258284068,3.287890759913643,-3.9279321585694182,-0.12833344151147083,3599,
0,50000,0.4,0.2,biological_error,42,accB,accC,False,identifiable,fadR|rpoD,50000,-0.15879652816215514,0.011207297882560573,12.370941553604467,-14.169028951149313,-0.44383507169558484,3599,
0,50000,0.4,0.2,biological_error,42,marA,ariR,False,identifiable,acrR|bluR|cpxR|cra|crp|cysB|fis|nac|ompR|rpoD|rpoS|soxS,50000,-0.06791414195462361,0.0036104969453579546,6.716877952743062,-18.810192331540783,-0.16267545372330164,3599,
0,50000,0.4,0.2,biological_error,42,marA,dctR,False,identifiable,acrR|cpxR|cra|crp|fis|gadE|gadW|gadX|glaR|hns|nac|ompR|rcsB|rpoD|soxS|ydeO,50000,0.06378512484191624,0.001416474522531203,1.032375891580339,45.03090159922812,0.44013632380253526,3599,
0,50000,0.4,0.2,biological_error,42,marA,decR,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.09917231577535535,0.0042170993442211865,9.170284327444005,23.516713190846225,0.14523806995922228,3599,
0,50000,0.4,0.2,biological_error,42,marA,fpr,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.06982590781628786,0.004073272831848365,8.55543583248587,17.142457846262744,0.16042387484247095,3599,
0,50000,0.4,0.2,biological_error,42,marA,hdeA,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,50000,-0.03540859967534201,0.0040404583694721476,8.398449280428702,-8.763510581589744,-0.08654459413393399,3599,
0,50000,0.4,0.2,biological_error,42,marA,hdeB,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,50000,-0.0930683705792396,0.004102687104784321,8.659137255810695,-22.68473519969596,-0.27887457152109607,3599,
0,50000,0.4,0.2,biological_error,42,marA,lacA,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,50000,-0.027136915129269107,0.0014275421884001865,1.0506930107926813,-19.009536355405945,-0.1692742820205141,3599,
