trial,n_samples,missing_edge_rate,missing_data_rate,missing_data_mechanism,seed,cause,effect,same_scc,status,adjustment_set,n_rows_used,estimated_path_coefficient,stderr,residual_variance,t_value,ground_truth_beta,scm_true_missing_edges_count,error
0,50000,0.4,0.0,biological_error,42,aaeR,aaeA,False,identifiable,crp,50000,-0.14075512614030652,0.004335145635078317,1.3317458973566094,-32.468373150228366,-0.17394265386205732,3599,
0,50000,0.4,0.0,biological_error,42,aaeR,aaeB,False,identifiable,crp,50000,-0.033565024736827626,0.0030125087277365703,0.6430883048825917,-11.14188464510989,-0.0920247975567518,3599,
0,50000,0.4,0.0,biological_error,42,aaeR,aaeX,False,identifiable,crp,50000,-0.11208475396040456,0.004697553877455354,1.5637147174194301,-23.860238090791288,-0.12833344151147083,3599,
0,50000,0.4,0.0,biological_error,42,accB,accC,False,identifiable,fadR|rpoD,50000,-0.29499400624945366,0.0049290562872281295,1.4818666949210115,-59.847968669748035,-0.44383507169558484,3599,
0,50000,0.4,0.0,biological_error,42,marA,ariR,False,identifiable,acrR|bluR|cpxR|cra|crp|cysB|fis|nac|ompR|rpoD|rpoS|soxS,50000,-0.15425765378167236,0.0025001801924341427,1.3142529205974598,-61.698614463259595,-0.16267545372330164,3599,
0,50000,0.4,0.0,biological_error,42,marA,dctR,False,identifiable,acrR|cpxR|cra|crp|fis|gadE|gadW|gadX|glaR|hns|nac|ompR|rcsB|rpoD|soxS|ydeO,50000,0.20492127452447936,0.0020015404592774438,0.8399871291210086,102.38177978098727,0.44013632380253526,3599,
0,50000,0.4,0.0,biological_error,42,marA,decR,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.16249523812039507,0.003051712388182964,1.958338169817531,53.24723219318424,0.14523806995922228,3599,
0,50000,0.4,0.0,biological_error,42,marA,fpr,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,50000,0.14983358125588633,0.0028844461480751716,1.7495459684370924,51.94535573349921,0.16042387484247095,3599,
0,50000,0.4,0.0,biological_error,42,marA,hdeA,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,50000,-0.08834439810527696,0.002711443893003904,1.542635290357349,-32.582049119004125,-0.08654459413393399,3599,
0,50000,0.4,0.0,biological_error,42,marA,hdeB,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,50000,-0.2657795835393281,0.0025361038257084145,1.3495720533762854,-104.79838437414423,-0.27887457152109607,3599,
0,50000,0.4,0.0,biological_error,42,marA,lacA,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,50000,-0.08915343713145434,0.002114611785178486,0.9395157993147484,-42.16066407855059,-0.1692742820205141,3599,
