cause,effect,edge,theoretical_perturbation_sets,theoretical_identifiable,theoretical_recovery_edge,theoretical_recoverable,application_recoverable,application_rows,recovered_application_rows,intervention_sets_tested,theoretical_only_not_application
rpod,maly,rpod->maly,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mana,rpod->mana,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,manx,rpod->manx,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,many,rpod->many,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,manz,rpod->manz,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mara,rpod->mara,"set 1: gade, gadx, rpod",False,True,True,False,199,0,9,True
rpod,marb,rpod->marb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,marr,rpod->marr,"set 1: gade, gadx, rpod",False,True,True,True,221,22,10,False
rpod,maze,rpod->maze,"set 1: gade, gadx, rpod",False,True,True,False,199,0,9,True
rpod,mazf,rpod->mazf,"set 1: gade, gadx, rpod",False,True,True,True,221,22,10,False
rpod,mcba,rpod->mcba,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mdh,rpod->mdh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mdte,rpod->mdte,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mdtf,rpod->mdtf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mdti,rpod->mdti,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mdtj,rpod->mdtj,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mdtu,rpod->mdtu,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mela,rpod->mela,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,melb,rpod->melb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,melr,rpod->melr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mena,rpod->mena,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,meph,rpod->meph,,True,False,True,True,221,221,10,False
rpod,meta,rpod->meta,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metb,rpod->metb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metc,rpod->metc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metf,rpod->metf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metg,rpod->metg,,True,False,True,True,221,221,10,False
rpod,meth,rpod->meth,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,meti,rpod->meti,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metj,rpod->metj,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metk,rpod->metk,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metl,rpod->metl,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metn,rpod->metn,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metq,rpod->metq,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mett,rpod->mett,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metu,rpod->metu,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metv,rpod->metv,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metw,rpod->metw,,True,False,True,True,221,221,10,False
rpod,mety,rpod->mety,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,metz,rpod->metz,,True,False,True,True,221,221,10,False
rpod,mfd,rpod->mfd,,True,False,True,True,221,221,10,False
rpod,mgla,rpod->mgla,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mglb,rpod->mglb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mglc,rpod->mglc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mgta,rpod->mgta,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mgtl,rpod->mgtl,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mgts,rpod->mgts,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpa,rpod->mhpa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpb,rpod->mhpb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpc,rpod->mhpc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpd,rpod->mhpd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpe,rpod->mhpe,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpf,rpod->mhpf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mhpr,rpod->mhpr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,miaa,rpod->miaa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mioc,rpod->mioc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mlc,rpod->mlc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mlra,rpod->mlra,"set 1: gade, gadx, rpod",False,True,True,True,221,23,10,False
rpod,mltf,rpod->mltf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mngb,rpod->mngb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mngr,rpod->mngr,,True,False,True,True,221,221,10,False
rpod,mnmg,rpod->mnmg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mnth,rpod->mnth,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mntp,rpod->mntp,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mnts,rpod->mnts,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,moda,rpod->moda,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,modb,rpod->modb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,modc,rpod->modc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,moea,rpod->moea,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,moeb,rpod->moeb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mpl,rpod->mpl,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mpra,rpod->mpra,,True,False,True,True,221,221,10,False
rpod,mqsa,rpod->mqsa,"set 1: gade, gadx, rpod",False,True,True,False,221,0,10,True
rpod,mqsr,rpod->mqsr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mray,rpod->mray,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mraz,rpod->mraz,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mreb,rpod->mreb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mrec,rpod->mrec,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mred,rpod->mred,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mrp,rpod->mrp,,True,False,True,True,221,221,10,False
rpod,msrb,rpod->msrb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,msrp,rpod->msrp,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,msrq,rpod->msrq,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mtla,rpod->mtla,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mtld,rpod->mtld,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mtlr,rpod->mtlr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mtn,rpod->mtn,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mtr,rpod->mtr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mukb,rpod->mukb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,muke,rpod->muke,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mukf,rpod->mukf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murc,rpod->murc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murd,rpod->murd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mure,rpod->mure,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murf,rpod->murf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murg,rpod->murg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,muri,rpod->muri,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murp,rpod->murp,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murq,rpod->murq,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,murr,rpod->murr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mutl,rpod->mutl,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,mzra,rpod->mzra,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nadb,rpod->nadb,,True,False,True,True,221,221,10,False
rpod,nade,rpod->nade,,True,False,True,True,221,221,10,False
rpod,naga,rpod->naga,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nagb,rpod->nagb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nagc,rpod->nagc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nage,rpod->nage,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nana,rpod->nana,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nane,rpod->nane,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nank,rpod->nank,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nanq,rpod->nanq,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nant,rpod->nant,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nany,rpod->nany,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,napa,rpod->napa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,napb,rpod->napb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,napc,rpod->napc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,napd,rpod->napd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,napf,rpod->napf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,napg,rpod->napg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,naph,rpod->naph,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,narg,rpod->narg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,narh,rpod->narh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nari,rpod->nari,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,narj,rpod->narj,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nark,rpod->nark,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,narl,rpod->narl,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,naru,rpod->naru,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,narx,rpod->narx,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ndh,rpod->ndh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nei,rpod->nei,,True,False,True,True,221,221,10,False
rpod,nema,rpod->nema,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nemr,rpod->nemr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nfef,rpod->nfef,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nfo,rpod->nfo,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nfsa,rpod->nfsa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nfsb,rpod->nfsb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nfua,rpod->nfua,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nhaa,rpod->nhaa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nhar,rpod->nhar,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nirb,rpod->nirb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nirc,rpod->nirc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nird,rpod->nird,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nlpd,rpod->nlpd,,True,False,True,True,221,221,10,False
rpod,nnr,rpod->nnr,,True,False,True,True,221,221,10,False
rpod,noha,rpod->noha,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,npr,rpod->npr,,True,False,True,True,221,221,10,False
rpod,nrda,rpod->nrda,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdb,rpod->nrdb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdd,rpod->nrdd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrde,rpod->nrde,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdf,rpod->nrdf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdg,rpod->nrdg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdh,rpod->nrdh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdi,rpod->nrdi,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrdr,rpod->nrdr,,True,False,True,True,221,221,10,False
rpod,nrfa,rpod->nrfa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrfb,rpod->nrfb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrfc,rpod->nrfc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrfd,rpod->nrfd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrfe,rpod->nrfe,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrff,rpod->nrff,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nrfg,rpod->nrfg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nudb,rpod->nudb,,True,False,True,True,221,221,10,False
rpod,nuoa,rpod->nuoa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuob,rpod->nuob,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuoc,rpod->nuoc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuoe,rpod->nuoe,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuof,rpod->nuof,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuog,rpod->nuog,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuoh,rpod->nuoh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuoi,rpod->nuoi,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuoj,rpod->nuoj,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuok,rpod->nuok,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuol,rpod->nuol,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuom,rpod->nuom,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nuon,rpod->nuon,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nupc,rpod->nupc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nupg,rpod->nupg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nusa,rpod->nusa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,nusb,rpod->nusb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,obge,rpod->obge,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ompa,rpod->ompa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ompc,rpod->ompc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ompf,rpod->ompf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ompn,rpod->ompn,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ompr,rpod->ompr,"set 1: gade, gadx, rpod",False,True,True,True,221,23,10,False
rpod,ompx,rpod->ompx,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,opgg,rpod->opgg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,opgh,rpod->opgh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,osmb,rpod->osmb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,osmc,rpod->osmc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,osme,rpod->osme,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,osmy,rpod->osmy,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,oxc,rpod->oxc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,oxyr,rpod->oxyr,"set 1: gade, gadx, rpod",False,True,True,True,221,23,10,False
rpod,paaa,rpod->paaa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paab,rpod->paab,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paac,rpod->paac,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paad,rpod->paad,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paae,rpod->paae,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paaf,rpod->paaf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paag,rpod->paag,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paah,rpod->paah,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paai,rpod->paai,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paaj,rpod->paaj,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paak,rpod->paak,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,paax,rpod->paax,,True,False,True,True,221,221,10,False
rpod,paay,rpod->paay,,True,False,True,True,221,221,10,False
rpod,paba,rpod->paba,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,panb,rpod->panb,,True,False,True,True,221,221,10,False
rpod,panc,rpod->panc,,True,False,True,True,221,221,10,False
rpod,pand,rpod->pand,,True,False,True,True,221,221,10,False
rpod,panf,rpod->panf,,True,False,True,True,221,221,10,False
rpod,patz,rpod->patz,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pck,rpod->pck,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pcm,rpod->pcm,,True,False,True,True,221,221,10,False
rpod,pcnb,rpod->pcnb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pdel,rpod->pdel,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pdhr,rpod->pdhr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pdxj,rpod->pdxj,,True,False,True,True,221,221,10,False
rpod,pepa,rpod->pepa,,True,False,True,True,221,221,10,False
rpod,pepd,rpod->pepd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pepp,rpod->pepp,,True,False,True,True,221,221,10,False
rpod,pfka,rpod->pfka,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pfla,rpod->pfla,,True,False,True,True,221,221,10,False
rpod,pflb,rpod->pflb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pgi,rpod->pgi,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pgk,rpod->pgk,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pgpa,rpod->pgpa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pgpb,rpod->pgpb,,True,False,True,True,221,221,10,False
rpod,phea,rpod->phea,,True,False,True,True,221,221,10,False
rpod,phel,rpod->phel,,True,False,True,True,221,221,10,False
rpod,phep,rpod->phep,,True,False,True,True,221,221,10,False
rpod,pheu,rpod->pheu,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phev,rpod->phev,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnc,rpod->phnc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnd,rpod->phnd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnf,rpod->phnf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phng,rpod->phng,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnh,rpod->phnh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phni,rpod->phni,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnj,rpod->phnj,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnk,rpod->phnk,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnl,rpod->phnl,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnm,rpod->phnm,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnn,rpod->phnn,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phno,rpod->phno,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phnp,rpod->phnp,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phoa,rpod->phoa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phob,rpod->phob,"set 1: gade, gadx, rpod",False,True,True,False,221,0,10,True
rpod,phoe,rpod->phoe,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phoh,rpod->phoh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phor,rpod->phor,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,phou,rpod->phou,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pitb,rpod->pitb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,plar,rpod->plar,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,plda,rpod->plda,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,plsx,rpod->plsx,,True,False,True,True,221,221,10,False
rpod,pncb,rpod->pncb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pnp,rpod->pnp,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pnta,rpod->pnta,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pntb,rpod->pntb,,True,False,True,True,221,221,10,False
rpod,polb,rpod->polb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,poxb,rpod->poxb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ppdd,rpod->ppdd,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ppia,rpod->ppia,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ppid,rpod->ppid,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ppsa,rpod->ppsa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pqia,rpod->pqia,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pqib,rpod->pqib,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pqic,rpod->pqic,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prea,rpod->prea,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pret,rpod->pret,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prfa,rpod->prfa,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prfc,rpod->prfc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prib,rpod->prib,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prlf,rpod->prlf,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prma,rpod->prma,,True,False,True,True,221,221,10,False
rpod,prmc,rpod->prmc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prok,rpod->prok,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prol,rpod->prol,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prom,rpod->prom,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prop,rpod->prop,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pros,rpod->pros,,True,False,True,True,221,221,10,False
rpod,prov,rpod->prov,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prow,rpod->prow,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prox,rpod->prox,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prpr,rpod->prpr,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,prs,rpod->prs,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,psie,rpod->psie,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,psif,rpod->psif,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pspf,rpod->pspf,,True,False,True,True,221,221,10,False
rpod,pssa,rpod->pssa,,True,False,True,True,221,221,10,False
rpod,psta,rpod->psta,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pstb,rpod->pstb,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pstc,rpod->pstc,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,psts,rpod->psts,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pta,rpod->pta,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,pth,rpod->pth,,True,False,True,True,221,221,10,False
rpod,ptra,rpod->ptra,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ptsg,rpod->ptsg,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ptsh,rpod->ptsh,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
rpod,ptsi,rpod->ptsi,"set 1: gade, gadx, rpod",False,True,True,True,221,221,10,False
