missing_data_mechanism,missing_data_rate,missing_edge_rate,n_samples,n,residual_mean,residual_median,residual_std
MNAR_self_mask,0.0,0.0,1000,2533,1.148339235037987,1.0067402044707192,0.847797723711124
MNAR_self_mask,0.0,0.0,5000,2533,1.150205556030628,1.0036233636136918,0.8581792919082896
MNAR_self_mask,0.0,0.0,10000,2533,1.1507705435297577,1.0030645364708457,0.8649507718073522
MNAR_self_mask,0.0,0.0,50000,2533,1.1517984269533048,1.001603079666196,0.8675669943296376
MNAR_self_mask,0.0,0.0,100000,2533,1.1520944411766723,1.001293001060493,0.8690538262378172
MNAR_self_mask,0.0,0.2,100,2533,1.1524148902865121,1.0343615730472628,0.8037625677563666
MNAR_self_mask,0.0,0.2,500,2533,1.1315893189177013,1.025078972504407,0.6795050224422621
MNAR_self_mask,0.0,0.2,1000,2533,1.1324037355300276,1.0198754268703845,0.6942687038892312
MNAR_self_mask,0.0,0.2,5000,2533,1.1355828973536222,1.017260587423063,0.7022339816828658
MNAR_self_mask,0.0,0.2,10000,2533,1.1370135002444666,1.0151238680439294,0.7133917434453344
MNAR_self_mask,0.0,0.2,50000,2533,1.13804241438184,1.013130810036661,0.7178654365339525
MNAR_self_mask,0.0,0.2,100000,2533,1.1378293414775564,1.0129805790241158,0.7167846309284975
MNAR_self_mask,0.0,0.4,100,2533,1.126594910619893,1.047085552430472,0.5194546519200322
MNAR_self_mask,0.0,0.4,500,2533,1.1187395689986632,1.037479099501484,0.47828061740187355
MNAR_self_mask,0.0,0.4,1000,2533,1.1213438103718636,1.0358533994409278,0.4778340902471367
MNAR_self_mask,0.0,0.4,5000,2533,1.1250387532545794,1.0303292138902511,0.5041818332876176
MNAR_self_mask,0.0,0.4,10000,2533,1.1242750062004634,1.028366938738958,0.501509989179509
MNAR_self_mask,0.0,0.4,50000,2533,1.1238477465176442,1.0284443203524374,0.49528739153407775
MNAR_self_mask,0.0,0.4,100000,2533,1.1237535065708637,1.0279929947063706,0.4949772181706158
MNAR_self_mask,0.3,0.0,100,2535,1.2715320757638973,1.2678057011428774,0.26708336088724766
MNAR_self_mask,0.3,0.0,500,2535,1.2577593852292703,1.1392554122519205,1.196285791030507
MNAR_self_mask,0.3,0.0,1000,2533,1.374098558166429,1.1901590734466605,1.1906828269334402
MNAR_self_mask,0.3,0.0,5000,2533,1.3832900885283284,1.210865779350546,1.21563852076271
MNAR_self_mask,0.3,0.0,10000,2533,1.3810281869257466,1.2196661087965897,1.22860190435864
MNAR_self_mask,0.3,0.0,50000,2533,1.373517636194075,1.243691433290403,1.1752577286900483
MNAR_self_mask,0.3,0.0,100000,2533,1.3765590224790831,1.248416383240977,1.1981361576527123
MNAR_self_mask,0.3,0.2,100,2535,1.3506540153059081,1.334992262860013,0.3049006771569836
MNAR_self_mask,0.3,0.2,500,2535,1.2748549225648627,1.1918237735360573,0.9060603452973054
MNAR_self_mask,0.3,0.2,1000,2533,1.3796321001404726,1.2281788736968005,1.0247283908811347
MNAR_self_mask,0.3,0.2,5000,2533,1.3471166549947662,1.2389339399399937,0.8460896501225322
MNAR_self_mask,0.3,0.2,10000,2533,1.360677301203492,1.251458853998066,0.9374479417970639
MNAR_self_mask,0.3,0.2,50000,2533,1.3618869829113116,1.2694899045864914,0.9358090782876691
MNAR_self_mask,0.3,0.2,100000,2533,1.365197918804988,1.2751212678621306,0.9516600504293918
MNAR_self_mask,0.3,0.4,100,2535,1.3514001152465007,1.313652829818238,0.31642134664448046
MNAR_self_mask,0.3,0.4,500,2535,1.313410810893432,1.234069460958427,0.6208579421337226
MNAR_self_mask,0.3,0.4,1000,2533,1.342537551590191,1.2345846338057118,0.6812428317484668
MNAR_self_mask,0.3,0.4,5000,2533,1.3381837287572045,1.2443452341940364,0.6663160219218662
MNAR_self_mask,0.3,0.4,10000,2533,1.3389815995271879,1.252598845366194,0.6871561509972538
MNAR_self_mask,0.3,0.4,50000,2533,1.3358795781876742,1.2760344758864857,0.6488948058813757
MNAR_self_mask,0.3,0.4,100000,2533,1.3364221820251208,1.2822125999049914,0.6449444794423049
