missing_data_mechanism,missing_data_rate,missing_edge_rate,n_samples,n,MAE,RMSE,bias,median_abs_error,RelativeSlopeError
MCAR,0.3,0.4,50000,2533,0.032274805085549634,0.058475815467619305,0.023791120958212484,0.016300604481311855,0.2549008914997548
MCAR,0.3,0.4,100000,2533,0.02971863011327706,0.05668745468479374,0.0239374502831935,0.013154599643391413,0.23570985535357383
MNAR_self_mask,0.0,0.0,100,2533,0.07338914214742107,0.09780625065641416,0.0017976024404775628,0.0575783679813103,0.5161578684173189
MNAR_self_mask,0.0,0.0,500,2533,0.03190737006204504,0.04237415893870174,0.005113292013527551,0.0248938368421735,0.22349617500292993
MNAR_self_mask,0.0,0.0,1000,2533,0.02356360505575971,0.03290554195753113,0.00540983788149065,0.0175110872816375,0.16532617512599573
MNAR_self_mask,0.0,0.0,5000,2533,0.01307990226371062,0.020508418675407997,0.00510140434952017,0.008695156646621904,0.09200761348502082
MNAR_self_mask,0.0,0.0,10000,2533,0.010545432607641356,0.018297095699018846,0.00494728230058348,0.006175671288868617,0.07432794030557313
MNAR_self_mask,0.0,0.0,50000,2533,0.007272021518866651,0.01612780429853117,0.004822760762718824,0.00277360089742279,0.05113944847169794
MNAR_self_mask,0.0,0.0,100000,2533,0.006513539918106043,0.01586147295497827,0.004809769440334253,0.0020063692379422016,0.045909871014476626
MNAR_self_mask,0.0,0.2,100,2533,0.07484345855532605,0.10073496824204645,0.015765343300894477,0.0595343545794679,0.5620416760073657
MNAR_self_mask,0.0,0.2,500,2533,0.03754892040114584,0.05274383723974651,0.012973048719894801,0.028762774120317802,0.2817928261748839
MNAR_self_mask,0.0,0.2,1000,2533,0.029751968706174935,0.046700473093387956,0.013396036466217107,0.021057112977011405,0.22345101543756632
MNAR_self_mask,0.0,0.2,5000,2533,0.022063973312219817,0.04873347171815989,0.01529246726209943,0.011062555086180911,0.16764921239001615
MNAR_self_mask,0.0,0.2,10000,2533,0.019839424790617923,0.04784952158913452,0.014925949543389319,0.008488901344358202,0.1503423920899552
MNAR_self_mask,0.0,0.2,50000,2533,0.017294868685207094,0.04709849358804991,0.015268551858676295,0.004046215849519197,0.13158919327332827
MNAR_self_mask,0.0,0.2,100000,2533,0.016680270278680003,0.046771295877431625,0.015241710990673674,0.0029197845084855956,0.12703279689854285
MNAR_self_mask,0.0,0.4,100,2533,0.08122155005443414,0.10865603696225987,0.022210474382201445,0.06519520258101491,0.6432007816166613
MNAR_self_mask,0.0,0.4,500,2533,0.04687373006045327,0.07038084566507134,0.024385230486687105,0.033729817331161704,0.36889573789152263
MNAR_self_mask,0.0,0.4,1000,2533,0.03936199576365557,0.06423181449676048,0.024784688975458838,0.025397049578019,0.31078665321698085
MNAR_self_mask,0.0,0.4,5000,2533,0.029410359033559035,0.05532067023875563,0.023587345535757448,0.013796748816799903,0.23259660639163848
MNAR_self_mask,0.0,0.4,10000,2533,0.02758177541282237,0.05467374786853797,0.023696232639024966,0.010765724174403801,0.2180357593353088
MNAR_self_mask,0.0,0.4,50000,2533,0.02539726640771214,0.05477252092998165,0.023854722204637472,0.005762574843504106,0.20104088248451593
MNAR_self_mask,0.0,0.4,100000,2533,0.024757039367665466,0.054358537877222196,0.0237131528706956,0.004333195619887001,0.19597152359283906
MNAR_self_mask,0.3,0.0,100,2535,0.12032503901182812,0.15021422840007065,0.050249705247527615,0.09851143818195218,0.8406013657540494
MNAR_self_mask,0.3,0.0,500,2535,0.09235012740311746,0.1220599972191093,0.020312221191010973,0.07449686612613968,0.645960102496387
MNAR_self_mask,0.3,0.0,1000,2533,0.07778024489214673,0.10413552081071703,0.03262212801450876,0.06103079363682831,0.54327528878799
MNAR_self_mask,0.3,0.0,5000,2533,0.049420805130355704,0.0664451079485451,0.037257903794111875,0.03993978826684712,0.3392210070994049
MNAR_self_mask,0.3,0.0,10000,2533,0.04373004344195417,0.05765177146178973,0.03606442816204604,0.0366354687809225,0.30051154151449394
MNAR_self_mask,0.3,0.0,50000,2533,0.039255156052779024,0.048634089335458146,0.03625084772001338,0.0370363218607363,0.2668803604428456
MNAR_self_mask,0.3,0.0,100000,2533,0.03806247725130269,0.046641063159026386,0.0357795860047006,0.03706110141536839,0.25830801968017414
MNAR_self_mask,0.3,0.2,100,2535,0.13429958062215946,0.1659471422105635,0.05339005212754427,0.11230670588566331,0.9702029037904923
MNAR_self_mask,0.3,0.2,500,2535,0.09458350001698647,0.1273751146379109,0.02951374534105981,0.0726870858731607,0.7049572394351699
MNAR_self_mask,0.3,0.2,1000,2533,0.09193586309147082,0.1299038839629832,0.04665750931309297,0.0666999860716154,0.6874739821139877
MNAR_self_mask,0.3,0.2,5000,2533,0.061033180707778883,0.09142033440110953,0.050307803169994544,0.04725788518115412,0.45402963007262637
MNAR_self_mask,0.3,0.2,10000,2533,0.0552659330291628,0.08322934431441022,0.0480889648214809,0.042627356017627294,0.40943984171683556
MNAR_self_mask,0.3,0.2,50000,2533,0.05160033274640281,0.08057231605793193,0.04903032456342287,0.0395286455361826,0.38163768615969307
MNAR_self_mask,0.3,0.2,100000,2533,0.050603142652359684,0.07875171990819808,0.04886153019497802,0.03848745212402979,0.3743035362587927
MNAR_self_mask,0.3,0.4,100,2535,0.12997851697720925,0.16408601606814469,0.05224689251956704,0.10440097080947214,1.0241702465014173
MNAR_self_mask,0.3,0.4,500,2535,0.11037186907981526,0.1555789452505718,0.04934697334386075,0.08228767779705778,0.8652753477755268
MNAR_self_mask,0.3,0.4,1000,2533,0.09884188484663414,0.1382597942380217,0.05868883695559511,0.07375480119793379,0.7761705202677852
MNAR_self_mask,0.3,0.4,5000,2533,0.06962584169572482,0.09930349689883526,0.05678515212196475,0.04929124887529039,0.5424524957805842
MNAR_self_mask,0.3,0.4,10000,2533,0.0637573193123489,0.09186308824685886,0.056742181488758044,0.0455585110679054,0.49449350530032055
MNAR_self_mask,0.3,0.4,50000,2533,0.060473486225514926,0.08972277551855846,0.05810465607426751,0.04114751707801881,0.46918781578764873
MNAR_self_mask,0.3,0.4,100000,2533,0.05981655955830011,0.09002569983861317,0.05824040801211615,0.0403993926578413,0.4638331521450914
