missing_data_mechanism,missing_data_rate,missing_edge_rate,n_samples,n,residual_mean,residual_median,residual_std
biological_error,0.0,0.0,100,2533,1.0260118086718568,1.0050430461026736,0.2361046673663713
biological_error,0.0,0.0,500,2533,1.025727755025138,1.006016739291807,0.18462571929346483
biological_error,0.0,0.0,1000,2533,1.0251778135705796,1.0047858869881676,0.1794830430759738
biological_error,0.0,0.0,5000,2533,1.0245909839650766,1.0033544588117742,0.17520363328859082
biological_error,0.0,0.0,10000,2533,1.0241650528378587,1.0020266630271624,0.1747295780468241
biological_error,0.0,0.0,50000,2533,1.0241652929962946,1.0012637762743386,0.1738999037539955
biological_error,0.0,0.0,100000,2533,1.0243634838294549,1.00093308095472,0.1737152090785824
biological_error,0.0,0.2,100,2533,1.0932387009521112,1.0414266920947917,0.3491711606646365
biological_error,0.0,0.2,500,2533,1.0974712345522006,1.0361717956017449,0.33122512034822715
biological_error,0.0,0.2,1000,2533,1.097992731821086,1.0303124725110755,0.33892923206226233
biological_error,0.0,0.2,5000,2533,1.096452203565622,1.020460036276046,0.3318464106613243
biological_error,0.0,0.2,10000,2533,1.0960819088391782,1.016951659408898,0.33278301643628416
biological_error,0.0,0.2,50000,2533,1.0962681648478894,1.0112564993942306,0.33389730930380673
biological_error,0.0,0.4,100,2533,1.1229038369532733,1.0660333679890637,0.6060369523615801
biological_error,0.0,0.4,500,2533,1.1227459005875358,1.0617153673301132,0.5103498710765011
biological_error,0.0,0.4,1000,2533,1.1235516552883742,1.057609071902604,0.510171080375144
biological_error,0.0,0.4,5000,2533,1.1234085388338315,1.0473851442342592,0.5507834124808767
biological_error,0.0,0.4,10000,2533,1.1229027702393208,1.0445540672399516,0.5578105542752114
biological_error,0.0,0.4,50000,2533,1.122911088136166,1.0442912887628708,0.5574135817434066
biological_error,0.0,0.4,100000,2533,1.1231771544264226,1.0440841993875496,0.5600003003498933
biological_error,0.0,0.6,100,2533,1.3664192735105476,1.1935796412013142,0.9263549548176716
biological_error,0.0,0.6,500,2533,1.3637226065863128,1.1768359537620303,0.8454062061158811
biological_error,0.0,0.6,1000,2533,1.3657895678132896,1.174174841359912,0.8439656555064083
biological_error,0.0,0.6,5000,2533,1.3630028686376996,1.1746382095930483,0.8323611721121892
biological_error,0.0,0.6,10000,2533,1.3611104262235438,1.1722585423023897,0.8272941633539953
biological_error,0.0,0.6,50000,2533,1.3606693976734272,1.17201321138106,0.8238419155764565
biological_error,0.0,0.6,100000,2533,1.3610161045885747,1.1723692713474367,0.8252950385346577
biological_error,0.9,0.0,100,2533,0.11449945288233965,0.1020528673390223,0.06909812829958804
biological_error,0.9,0.0,500,2533,0.1153243558881024,0.1108094776355957,0.034304484639941395
biological_error,0.9,0.0,1000,2533,0.11619149447549233,0.111153345709508,0.030661549133179814
biological_error,0.9,0.0,5000,2533,0.11574872439908081,0.1103041296737297,0.02582639324012977
biological_error,0.9,0.0,10000,2533,0.11569149810421353,0.1095145219900928,0.024725238686289574
biological_error,0.9,0.0,50000,2533,0.11576047498239601,0.1089247151733786,0.023928899679674213
biological_error,0.9,0.0,100000,2533,0.1158336649877493,0.1086329593026702,0.02383996913264967
