run,n_samples,recovered_rows,recovered_edges,MAE,RMSE,bias,median_abs_error
csd_n10_k3_umi_paired,100,244764,6320,0.21522115294269373,0.289429398516851,-0.0002264985715449208,0.1639605953804032
csd_n10_k3_umi_paired,1000,244764,6320,0.036911049012813286,0.050388957084583345,-2.7440841821230994e-05,0.028996739581600345
csd_n10_k3_umi_paired,10000,208849,6320,0.012454183034043189,0.02401056616739347,-7.321321809832869e-06,0.008925486129370303
