missing_data_mechanism,missing_data_rate,missing_edge_rate,n_samples,corr_resid_vs_abs_error,residual_mean,MAE,n
biological_error,0.0,0.0,100,-0.030467303555376416,1.039896242892813,0.09262682419914581,2533.0
biological_error,0.0,0.0,500,-0.3492127996153299,1.0200244225887838,0.05057520185596595,2533.0
biological_error,0.0,0.0,1000,-0.41413546333775514,1.0388069744345416,0.041807009562337495,2533.0
biological_error,0.0,0.0,5000,-0.6164872348826658,1.0153840052641296,0.03660870490978806,2533.0
biological_error,0.0,0.0,10000,-0.5035654450219427,1.0252255107102763,0.038409917582346395,911.0
biological_error,0.0,0.0,50000,-0.23486765843939522,1.3304250136576143,0.08924640749274179,2533.0
biological_error,0.0,0.0,100000,-0.225549139925042,1.323403906306281,0.08233216592364741,2533.0
biological_error,0.0,0.2,100,0.015481884480072651,1.0770951123381347,0.09223356897639015,2533.0
biological_error,0.0,0.2,500,-0.29588734047972093,1.068185700517402,0.052155646661936374,2533.0
biological_error,0.0,0.2,1000,-0.30973228331322,1.0668171637122854,0.045750938900870466,2533.0
biological_error,0.0,0.2,5000,-0.43833018767428683,1.0527227671668689,0.041672169510352824,2533.0
biological_error,0.0,0.2,10000,-0.4604524621644784,1.073049109158409,0.03498367457121509,749.0
biological_error,0.0,0.2,50000,0.16707514631951623,1.3823713487587312,0.07533099552182647,2533.0
biological_error,0.0,0.2,100000,-0.08028075502381209,1.3443089289543333,0.07985304501818323,2533.0
biological_error,0.0,0.4,100,0.16055928868544023,1.2209423678845681,0.09837214804602504,2533.0
biological_error,0.0,0.4,500,0.03659477053782286,1.262156096868511,0.07955552701479855,2533.0
biological_error,0.0,0.4,1000,0.019046287318155254,1.2196205485472462,0.06082152345996546,2533.0
biological_error,0.0,0.4,5000,-0.09274941812362546,1.179322466577319,0.06089484203964045,2533.0
biological_error,0.0,0.4,10000,-0.07475732035902015,1.2154249762207778,0.047796947391742124,756.0
biological_error,0.0,0.4,50000,0.07432513478544829,1.4622406087070503,0.06828312497547064,2533.0
biological_error,0.0,0.4,100000,0.04876833567792883,1.455510959968866,0.07003029377420192,2533.0
biological_error,0.2,0.0,100,0.09498117850801599,3.3309033226423552,0.16117910353139966,2533.0
biological_error,0.2,0.0,500,0.017469757288053406,3.2225441179523533,0.12464579492901187,2533.0
biological_error,0.2,0.0,1000,0.004859647124318515,3.365718357119971,0.12102253702292408,2533.0
biological_error,0.2,0.0,5000,-0.0908991248806686,3.0896198347203,0.11546523801526452,2533.0
biological_error,0.2,0.0,10000,-0.06154628080717332,3.2619307522735586,0.11754077881447315,888.0
biological_error,0.2,0.0,50000,-0.019471244454215754,5.99932870646465,0.21402777742542567,2533.0
