cause,effect,nonident_cause
arcA,lldP,cross_scc_blocked
arcA,lldR,same_scc_long
arcA,lpd,cross_scc_blocked
arcA,manA,cross_scc_blocked
arcA,mdh,cross_scc_blocked
arcA,moeA,cross_scc_blocked
arcA,moeB,cross_scc_blocked
arcA,mqo,cross_scc_blocked
arcA,msrB,cross_scc_blocked
arcA,ndh,cross_scc_blocked
arcA,nuoA,cross_scc_blocked
arcA,nuoB,cross_scc_blocked
arcA,nuoC,cross_scc_blocked
arcA,nuoE,cross_scc_blocked
arcA,nuoF,cross_scc_blocked
arcA,nuoG,cross_scc_blocked
arcA,nuoH,cross_scc_blocked
arcA,nuoI,cross_scc_blocked
arcA,nuoJ,cross_scc_blocked
arcA,nuoK,cross_scc_blocked
arcA,nuoL,cross_scc_blocked
arcA,nuoM,cross_scc_blocked
arcA,nuoN,cross_scc_blocked
arcA,nupC,cross_scc_blocked
arcA,ompW,cross_scc_blocked
arcA,oppA,cross_scc_blocked
arcA,oppB,cross_scc_blocked
arcA,oppC,cross_scc_blocked
arcA,oppD,cross_scc_blocked
arcA,oppF,cross_scc_blocked
arcA,osmY,cross_scc_blocked
arcA,pflB,cross_scc_blocked
arcA,phoH,cross_scc_blocked
arcA,pldA,cross_scc_blocked
arcA,pncB,cross_scc_blocked
arcA,pntA,cross_scc_blocked
arcA,potF,cross_scc_blocked
arcA,prfA,cross_scc_blocked
arcA,prmC,cross_scc_blocked
arcA,ptsG,cross_scc_blocked
arcA,putA,cross_scc_blocked
arcA,putP,cross_scc_blocked
arcA,puuA,cross_scc_blocked
arcA,puuB,cross_scc_blocked
arcA,puuC,cross_scc_blocked
arcA,puuD,cross_scc_blocked
arcA,puuE,cross_scc_blocked
arcA,puuP,cross_scc_blocked
arcA,puuR,cross_scc_blocked
arcA,rhaT,cross_scc_blocked
arcA,rmf,cross_scc_blocked
arcA,rplB,cross_scc_blocked
arcA,rplC,cross_scc_blocked
arcA,rplD,cross_scc_blocked
arcA,rplP,cross_scc_blocked
arcA,rplV,cross_scc_blocked
arcA,rplW,cross_scc_blocked
arcA,rpmC,cross_scc_blocked
arcA,rpoS,same_scc_long
arcA,rpsC,cross_scc_blocked
arcA,rpsJ,cross_scc_blocked
arcA,rpsQ,cross_scc_blocked
arcA,rpsS,cross_scc_blocked
arcA,rsd,cross_scc_blocked
arcA,rstA,same_scc_long
arcA,rutA,cross_scc_blocked
arcA,rutB,cross_scc_blocked
arcA,rutC,cross_scc_blocked
arcA,rutD,cross_scc_blocked
arcA,rutE,cross_scc_blocked
arcA,rutF,cross_scc_blocked
arcA,rutG,cross_scc_blocked
arcA,sdhA,cross_scc_blocked
arcA,sdhB,cross_scc_blocked
arcA,sdhC,cross_scc_blocked
arcA,sdhD,cross_scc_blocked
arcA,sodA,cross_scc_blocked
arcA,ssb,cross_scc_blocked
arcA,sstT,cross_scc_blocked
arcA,sthA,cross_scc_blocked
arcA,sucA,cross_scc_blocked
arcA,sucB,cross_scc_blocked
arcA,sucC,cross_scc_blocked
arcA,sucD,cross_scc_blocked
arcA,thiC,cross_scc_blocked
arcA,thrA,cross_scc_blocked
arcA,tpx,cross_scc_blocked
arcA,treB,cross_scc_blocked
arcA,treC,cross_scc_blocked
arcA,ubiA,cross_scc_blocked
arcA,ubiC,cross_scc_blocked
arcA,uvrA,cross_scc_blocked
arcA,xthA,cross_scc_blocked
arcA,xylR,cross_scc_blocked
arcA,ybdN,cross_scc_blocked
arcA,yejG,cross_scc_blocked
arcA,yhjE,cross_scc_blocked
arcA,yieE,cross_scc_blocked
arcA,yigI,cross_scc_blocked
arcA,ymjE,cross_scc_blocked
arcA,yncE,cross_scc_blocked
argR,argA,cross_scc_blocked
argR,argB,cross_scc_blocked
argR,argC,cross_scc_blocked
argR,argD,cross_scc_blocked
argR,argE,cross_scc_blocked
argR,argF,cross_scc_blocked
argR,argG,cross_scc_blocked
argR,argH,cross_scc_blocked
argR,argI,cross_scc_blocked
argR,argR,self_loop
rpoD,aspV,cross_scc_blocked
rpoD,asr,cross_scc_blocked
rpoD,astA,cross_scc_blocked
rpoD,astB,cross_scc_blocked
rpoD,astC,cross_scc_blocked
rpoD,astD,cross_scc_blocked
rpoD,astE,cross_scc_blocked
rpoD,atpA,cross_scc_blocked
rpoD,atpB,cross_scc_blocked
rpoD,atpH,cross_scc_blocked
rpoD,atpI,cross_scc_blocked
rpoD,azuC,cross_scc_blocked
rpoD,bamC,cross_scc_blocked
rpoD,bcsB,cross_scc_blocked
rpoD,bcsZ,cross_scc_blocked
rpoD,betA,cross_scc_blocked
rpoD,betB,cross_scc_blocked
rpoD,betI,cross_scc_blocked
rpoD,betT,cross_scc_blocked
rpoD,bglJ,same_scc_long
rpoD,bglX,cross_scc_blocked
rpoD,bhsA,cross_scc_blocked
rpoD,bidA,cross_scc_blocked
rpoD,bluF,cross_scc_blocked
rpoD,bluR,cross_scc_blocked
rpoD,bolA,same_scc_long
rpoD,bssS,cross_scc_blocked
rpoD,btuB,cross_scc_blocked
rpoD,btuE,cross_scc_blocked
rpoD,btuF,cross_scc_blocked
rpoD,cadA,cross_scc_blocked
rpoD,cadB,cross_scc_blocked
rpoD,cadC,cross_scc_blocked
rpoD,caiA,cross_scc_blocked
rpoD,caiB,cross_scc_blocked
rpoD,caiC,cross_scc_blocked
rpoD,caiD,cross_scc_blocked
rpoD,caiE,cross_scc_blocked
rpoD,caiF,cross_scc_blocked
rpoD,caiT,cross_scc_blocked
rpoD,can,cross_scc_blocked
rpoD,carA,cross_scc_blocked
rpoD,carB,cross_scc_blocked
rpoD,cas1,cross_scc_blocked
rpoD,cas2,cross_scc_blocked
rpoD,cas3,cross_scc_blocked
rpoD,casA,cross_scc_blocked
rpoD,casB,cross_scc_blocked
rpoD,casC,cross_scc_blocked
rpoD,casD,cross_scc_blocked
rpoD,casE,cross_scc_blocked
rpoD,cbl,cross_scc_blocked
rpoD,cbpA,cross_scc_blocked
rpoD,cbpM,cross_scc_blocked
rpoD,ccmA,cross_scc_blocked
rpoD,ccmB,cross_scc_blocked
rpoD,ccmC,cross_scc_blocked
rpoD,ccmD,cross_scc_blocked
rpoD,ccmE,cross_scc_blocked
rpoD,ccmF,cross_scc_blocked
rpoD,ccmG,cross_scc_blocked
rpoD,ccmH,cross_scc_blocked
rpoD,ccp,cross_scc_blocked
rpoD,cdd,cross_scc_blocked
rpoD,cfa,cross_scc_blocked
rpoD,chiA,cross_scc_blocked
rpoD,cho,cross_scc_blocked
rpoD,chpS,cross_scc_blocked
rpoD,cirA,cross_scc_blocked
rpoD,clpB,cross_scc_blocked
rpoD,clpP,cross_scc_blocked
rpoD,clpX,cross_scc_blocked
rpoD,cmoM,cross_scc_blocked
rpoD,cobT,cross_scc_blocked
rpoD,cobU,cross_scc_blocked
rpoD,codA,cross_scc_blocked
rpoD,codB,cross_scc_blocked
rpoD,copA,cross_scc_blocked
rpoD,cpdB,cross_scc_blocked
rpoD,cpxA,cross_scc_blocked
rpoD,cpxP,cross_scc_blocked
rpoD,cpxR,same_scc_long
rpoD,creA,cross_scc_blocked
rpoD,creB,cross_scc_blocked
rpoD,creC,cross_scc_blocked
rpoD,creD,cross_scc_blocked
rpoD,crp,same_scc_long
rpoD,crr,cross_scc_blocked
rpoD,csgA,cross_scc_blocked
rpoD,csgB,cross_scc_blocked
rpoD,csgC,cross_scc_blocked
rpoD,csgD,same_scc_long
rpoD,csgE,cross_scc_blocked
rpoD,csgF,cross_scc_blocked
rpoD,csgG,cross_scc_blocked
rpoD,csiE,cross_scc_blocked
rpoD,cspA,same_scc_long
rpoD,cspB,cross_scc_blocked
rpoD,cspC,cross_scc_blocked
rpoD,cspD,cross_scc_blocked
rpoD,cspE,cross_scc_blocked
rpoD,csqR,cross_scc_blocked
rpoD,csrA,same_scc_long
rpoD,cstA,cross_scc_blocked
rpoD,cusA,cross_scc_blocked
rpoD,cusB,cross_scc_blocked
rpoD,cusC,cross_scc_blocked
rpoD,cusF,cross_scc_blocked
rpoD,cusR,cross_scc_blocked
rpoD,cusS,cross_scc_blocked
rpoD,cvpA,cross_scc_blocked
rpoD,cyaA,cross_scc_blocked
rpoD,cydA,cross_scc_blocked
rpoD,cydB,cross_scc_blocked
rpoD,cydC,cross_scc_blocked
rpoD,cydD,cross_scc_blocked
rpoD,cynR,cross_scc_blocked
rpoD,cynS,cross_scc_blocked
rpoD,cynT,cross_scc_blocked
rpoD,cynX,cross_scc_blocked
rpoD,cyoA,cross_scc_blocked
rpoD,cyoB,cross_scc_blocked
rpoD,cyoC,cross_scc_blocked
rpoD,cyoD,cross_scc_blocked
rpoD,cyoE,cross_scc_blocked
rpoD,cysA,cross_scc_blocked
rpoD,cysB,cross_scc_blocked
rpoD,cysC,cross_scc_blocked
rpoD,cysD,cross_scc_blocked
rpoD,cysG,cross_scc_blocked
rpoD,cysH,cross_scc_blocked
rpoD,cysI,cross_scc_blocked
rpoD,cysJ,cross_scc_blocked
rpoD,cysK,cross_scc_blocked
rpoD,cysM,cross_scc_blocked
rpoD,cysN,cross_scc_blocked
rpoD,cysP,cross_scc_blocked
rpoD,cysU,cross_scc_blocked
rpoD,cysW,cross_scc_blocked
rpoD,cytR,same_scc_long
rpoD,dacC,cross_scc_blocked
rpoD,dadA,cross_scc_blocked
rpoD,dadX,cross_scc_blocked
rpoD,dapB,cross_scc_blocked
rpoD,dapD,cross_scc_blocked
rpoD,dctA,cross_scc_blocked
rpoD,dctR,cross_scc_blocked
rpoD,dcuA,cross_scc_blocked
rpoD,dcuB,cross_scc_blocked
rpoD,dcuD,cross_scc_blocked
rpoD,dcuR,cross_scc_blocked
rpoD,dcuS,cross_scc_blocked
rpoD,ddlB,cross_scc_blocked
rpoD,deaD,same_scc_long
rpoD,decR,cross_scc_blocked
rpoD,deoA,cross_scc_blocked
rpoD,deoB,cross_scc_blocked
rpoD,deoC,cross_scc_blocked
rpoD,deoD,cross_scc_blocked
rpoD,dgcN,cross_scc_blocked
rpoD,dgcT,cross_scc_blocked
rpoD,dgcZ,cross_scc_blocked
rpoD,dgoA,cross_scc_blocked
rpoD,dgoD,cross_scc_blocked
rpoD,dgoK,cross_scc_blocked
rpoD,dgoR,cross_scc_blocked
rpoD,dgoT,cross_scc_blocked
rpoD,dinB,cross_scc_blocked
rpoD,dinF,cross_scc_blocked
rpoD,dinG,cross_scc_blocked
rpoD,dinI,cross_scc_blocked
rpoD,dinJ,cross_scc_blocked
rpoD,dinQ,cross_scc_blocked
rpoD,dkgA,cross_scc_blocked
rpoD,dksA,two_cycle
rpoD,dmsA,cross_scc_blocked
rpoD,dmsB,cross_scc_blocked
rpoD,dmsC,cross_scc_blocked
rpoD,dmsD,cross_scc_blocked
rpoD,dnaA,same_scc_long
rpoD,dnaG,cross_scc_blocked
rpoD,dnaN,cross_scc_blocked
rpoD,dppA,cross_scc_blocked
rpoD,dppB,cross_scc_blocked
rpoD,dppC,cross_scc_blocked
rpoD,dppD,cross_scc_blocked
rpoD,dppF,cross_scc_blocked
rpoD,dps,cross_scc_blocked
rpoD,dsbA,cross_scc_blocked
rpoD,dsbC,cross_scc_blocked
rpoD,dsdA,cross_scc_blocked
rpoD,dsdX,cross_scc_blocked
rpoD,dtpA,cross_scc_blocked
rpoD,dusB,cross_scc_blocked
rpoD,ebgA,cross_scc_blocked
rpoD,ebgC,cross_scc_blocked
rpoD,ecpA,cross_scc_blocked
rpoD,eda,cross_scc_blocked
rpoD,edd,cross_scc_blocked
rpoD,eno,cross_scc_blocked
rpoD,entA,cross_scc_blocked
rpoD,entB,cross_scc_blocked
rpoD,entC,cross_scc_blocked
rpoD,entD,cross_scc_blocked
rpoD,entE,cross_scc_blocked
rpoD,entF,cross_scc_blocked
rpoD,entH,cross_scc_blocked
rpoD,entS,cross_scc_blocked
rpoD,envZ,cross_scc_blocked
rpoD,epd,cross_scc_blocked
rpoD,eptB,cross_scc_blocked
rpoD,evgA,same_scc_long
rpoD,evgS,cross_scc_blocked
rpoD,exbB,cross_scc_blocked
rpoD,exbD,cross_scc_blocked
rpoD,exuR,cross_scc_blocked
rpoD,fabA,cross_scc_blocked
rpoD,fabB,cross_scc_blocked
rpoD,fabD,cross_scc_blocked
rpoD,fabG,cross_scc_blocked
rpoD,fabH,cross_scc_blocked
rpoD,fadA,cross_scc_blocked
rpoD,fadB,cross_scc_blocked
rpoD,fadD,cross_scc_blocked
rpoD,fadI,cross_scc_blocked
rpoD,fadJ,cross_scc_blocked
rpoD,fadR,cross_scc_blocked
rpoD,fau,cross_scc_blocked
rpoD,fbaA,cross_scc_blocked
rpoD,fdnG,cross_scc_blocked
rpoD,fdnH,cross_scc_blocked
rpoD,fdnI,cross_scc_blocked
rpoD,feaB,cross_scc_blocked
rpoD,feaR,cross_scc_blocked
rpoD,fecI,cross_scc_blocked
rpoD,fecR,cross_scc_blocked
rpoD,feoA,cross_scc_blocked
rpoD,feoB,cross_scc_blocked
rpoD,feoC,cross_scc_blocked
rpoD,fepA,cross_scc_blocked
rpoD,fepB,cross_scc_blocked
rpoD,fepC,cross_scc_blocked
rpoD,fepD,cross_scc_blocked
rpoD,fepE,cross_scc_blocked
rpoD,fepG,cross_scc_blocked
rpoD,fes,cross_scc_blocked
rpoD,fhuA,cross_scc_blocked
rpoD,fhuB,cross_scc_blocked
rpoD,fhuC,cross_scc_blocked
rpoD,fhuD,cross_scc_blocked
rpoD,fhuF,cross_scc_blocked
rpoD,fimA,cross_scc_blocked
rpoD,fimB,cross_scc_blocked
rpoD,fimC,cross_scc_blocked
rpoD,fimD,cross_scc_blocked
rpoD,fimE,cross_scc_blocked
rpoD,fimF,cross_scc_blocked
rpoD,fimG,cross_scc_blocked
rpoD,fimH,cross_scc_blocked
rpoD,fimI,cross_scc_blocked
rpoD,fis,same_scc_long
rpoD,fiu,cross_scc_blocked
rpoD,fixA,cross_scc_blocked
rpoD,fixB,cross_scc_blocked
rpoD,fixC,cross_scc_blocked
rpoD,fixX,cross_scc_blocked
rpoD,fkpB,cross_scc_blocked
rpoD,fldB,cross_scc_blocked
rpoD,flgA,cross_scc_blocked
rpoD,flgB,cross_scc_blocked
rpoD,flgC,cross_scc_blocked
rpoD,flgD,cross_scc_blocked
rpoD,flgE,cross_scc_blocked
rpoD,flgF,cross_scc_blocked
rpoD,flgG,cross_scc_blocked
rpoD,flgH,cross_scc_blocked
rpoD,flgI,cross_scc_blocked
rpoD,flgJ,cross_scc_blocked
rpoD,flgM,cross_scc_blocked
rpoD,flgN,cross_scc_blocked
rpoD,flhA,cross_scc_blocked
rpoD,flhB,cross_scc_blocked
rpoD,flhC,same_scc_long
rpoD,flhD,same_scc_long
rpoD,flhE,cross_scc_blocked
rpoD,fliA,same_scc_long
rpoD,fliD,cross_scc_blocked
rpoD,fliE,cross_scc_blocked
rpoD,fliF,cross_scc_blocked
rpoD,fliG,cross_scc_blocked
rpoD,fliH,cross_scc_blocked
rpoD,fliI,cross_scc_blocked
rpoD,fliJ,cross_scc_blocked
rpoD,fliK,cross_scc_blocked
rpoD,fliL,cross_scc_blocked
rpoD,fliM,cross_scc_blocked
rpoD,fliN,cross_scc_blocked
rpoD,fliO,cross_scc_blocked
rpoD,fliP,cross_scc_blocked
rpoD,fliQ,cross_scc_blocked
rpoD,fliR,cross_scc_blocked
rpoD,fliS,cross_scc_blocked
rpoD,fliT,cross_scc_blocked
rpoD,fliZ,same_scc_long
rpoD,flu,cross_scc_blocked
rpoD,fnr,same_scc_long
rpoD,focA,cross_scc_blocked
rpoD,folA,cross_scc_blocked
rpoD,folE,cross_scc_blocked
rpoD,folK,cross_scc_blocked
rpoD,fpr,cross_scc_blocked
rpoD,frc,cross_scc_blocked
rpoD,frdA,cross_scc_blocked
rpoD,frdB,cross_scc_blocked
rpoD,frdC,cross_scc_blocked
rpoD,frdD,cross_scc_blocked
rpoD,frlA,cross_scc_blocked
rpoD,frlB,cross_scc_blocked
rpoD,frlC,cross_scc_blocked
rpoD,frlD,cross_scc_blocked
rpoD,frlR,cross_scc_blocked
rpoD,fruA,cross_scc_blocked
rpoD,fruB,cross_scc_blocked
rpoD,fruK,cross_scc_blocked
rpoD,ftnA,cross_scc_blocked
rpoD,ftnB,cross_scc_blocked
rpoD,ftsA,cross_scc_blocked
rpoD,ftsH,cross_scc_blocked
rpoD,ftsI,cross_scc_blocked
rpoD,ftsK,cross_scc_blocked
rpoD,ftsL,cross_scc_blocked
rpoD,ftsQ,cross_scc_blocked
rpoD,ftsW,cross_scc_blocked
rpoD,ftsZ,cross_scc_blocked
rpoD,fucA,cross_scc_blocked
rpoD,fucI,cross_scc_blocked
rpoD,fucK,cross_scc_blocked
rpoD,fucO,cross_scc_blocked
rpoD,fucP,cross_scc_blocked
rpoD,fucR,cross_scc_blocked
rpoD,fucU,cross_scc_blocked
rpoD,fumA,cross_scc_blocked
rpoD,fumB,cross_scc_blocked
rpoD,fumC,cross_scc_blocked
rpoD,fur,same_scc_long
rpoD,gabD,cross_scc_blocked
rpoD,gabP,cross_scc_blocked
rpoD,gabT,cross_scc_blocked
rpoD,gadA,cross_scc_blocked
rpoD,gadB,cross_scc_blocked
rpoD,gadC,cross_scc_blocked
rpoD,gadE,same_scc_long
rpoD,gadX,same_scc_long
rpoD,galE,cross_scc_blocked
rpoD,galK,cross_scc_blocked
rpoD,galM,cross_scc_blocked
rpoD,galP,cross_scc_blocked
rpoD,galR,cross_scc_blocked
rpoD,galS,cross_scc_blocked
rpoD,galT,cross_scc_blocked
rpoD,gapA,cross_scc_blocked
rpoD,garK,cross_scc_blocked
rpoD,garL,cross_scc_blocked
rpoD,garP,cross_scc_blocked
rpoD,garR,cross_scc_blocked
rpoD,gatA,cross_scc_blocked
rpoD,gatB,cross_scc_blocked
rpoD,gatC,cross_scc_blocked
rpoD,gatD,cross_scc_blocked
rpoD,gatY,cross_scc_blocked
rpoD,gatZ,cross_scc_blocked
rpoD,gcd,cross_scc_blocked
rpoD,gcl,cross_scc_blocked
rpoD,gcvH,cross_scc_blocked
rpoD,gcvP,cross_scc_blocked
rpoD,gcvT,cross_scc_blocked
rpoD,gdhA,cross_scc_blocked
rpoD,gfcA,cross_scc_blocked
rpoD,glcA,cross_scc_blocked
rpoD,glcB,cross_scc_blocked
rpoD,glcC,cross_scc_blocked
rpoD,glcD,cross_scc_blocked
rpoD,glcE,cross_scc_blocked
rpoD,glcF,cross_scc_blocked
rpoD,glcG,cross_scc_blocked
rpoD,glgA,cross_scc_blocked
rpoD,glgB,cross_scc_blocked
rpoD,glgC,cross_scc_blocked
rpoD,glgP,cross_scc_blocked
rpoD,glgX,cross_scc_blocked
rpoD,glk,cross_scc_blocked
rpoD,glmS,cross_scc_blocked
rpoD,glmU,cross_scc_blocked
rpoD,glnA,cross_scc_blocked
rpoD,glnB,cross_scc_blocked
rpoD,glnG,same_scc_long
rpoD,glnL,cross_scc_blocked
rpoD,glnQ,cross_scc_blocked
rpoD,glnS,cross_scc_blocked
rpoD,glnU,cross_scc_blocked
rpoD,glnV,cross_scc_blocked
rpoD,glnW,cross_scc_blocked
rpoD,glnX,cross_scc_blocked
rpoD,gloA,cross_scc_blocked
rpoD,glpA,cross_scc_blocked
rpoD,glpB,cross_scc_blocked
rpoD,glpC,cross_scc_blocked
rpoD,glpD,cross_scc_blocked
rpoD,glpF,cross_scc_blocked
rpoD,glpK,cross_scc_blocked
rpoD,glpQ,cross_scc_blocked
rpoD,glpT,cross_scc_blocked
rpoD,glpX,cross_scc_blocked
rpoD,gltA,cross_scc_blocked
rpoD,gltB,cross_scc_blocked
rpoD,gltD,cross_scc_blocked
rpoD,gltF,cross_scc_blocked
rpoD,gltI,cross_scc_blocked
rpoD,gltJ,cross_scc_blocked
rpoD,gltK,cross_scc_blocked
rpoD,gltL,cross_scc_blocked
rpoD,gltT,cross_scc_blocked
rpoD,gltU,cross_scc_blocked
rpoD,gltV,cross_scc_blocked
rpoD,gltW,cross_scc_blocked
rpoD,gltX,cross_scc_blocked
rpoD,gluQ,cross_scc_blocked
rpoD,glxK,cross_scc_blocked
rpoD,glxR,cross_scc_blocked
rpoD,glyA,cross_scc_blocked
rpoD,glyT,cross_scc_blocked
rpoD,glyU,cross_scc_blocked
rpoD,gmk,cross_scc_blocked
rpoD,gnd,cross_scc_blocked
rpoD,gnsA,cross_scc_blocked
rpoD,gntK,cross_scc_blocked
rpoD,gntP,cross_scc_blocked
rpoD,gntT,cross_scc_blocked
rpoD,gntU,cross_scc_blocked
rpoD,gor,cross_scc_blocked
rpoD,gpmA,cross_scc_blocked
rpoD,gpsA,cross_scc_blocked
rpoD,gpt,cross_scc_blocked
rpoD,grcA,cross_scc_blocked
rpoD,greA,cross_scc_blocked
rpoD,groL,cross_scc_blocked
rpoD,groS,cross_scc_blocked
rpoD,gspA,cross_scc_blocked
rpoD,gspB,cross_scc_blocked
rpoD,gspC,cross_scc_blocked
rpoD,gspD,cross_scc_blocked
rpoD,gspE,cross_scc_blocked
rpoD,gspF,cross_scc_blocked
rpoD,gspG,cross_scc_blocked
rpoD,gspH,cross_scc_blocked
rpoD,gspI,cross_scc_blocked
rpoD,gspJ,cross_scc_blocked
rpoD,gspK,cross_scc_blocked
rpoD,gspL,cross_scc_blocked
rpoD,gspM,cross_scc_blocked
rpoD,gspO,cross_scc_blocked
rpoD,guaA,cross_scc_blocked
rpoD,guaB,cross_scc_blocked
rpoD,gutM,cross_scc_blocked
rpoD,gutQ,cross_scc_blocked
rpoD,gyrA,cross_scc_blocked
rpoD,gyrB,cross_scc_blocked
rpoD,hchA,cross_scc_blocked
rpoD,hdeA,cross_scc_blocked
rpoD,hdeB,cross_scc_blocked
rpoD,hdeD,cross_scc_blocked
rpoD,hemA,cross_scc_blocked
rpoD,hemB,cross_scc_blocked
rpoD,hemF,cross_scc_blocked
rpoD,hemH,cross_scc_blocked
rpoD,hemN,cross_scc_blocked
rpoD,hflC,cross_scc_blocked
rpoD,hflD,cross_scc_blocked
rpoD,hflK,cross_scc_blocked
rpoD,hflX,cross_scc_blocked
rpoD,hfq,cross_scc_blocked
rpoD,hha,cross_scc_blocked
rpoD,hicA,cross_scc_blocked
rpoD,hicB,cross_scc_blocked
rpoD,hipA,cross_scc_blocked
rpoD,hipB,cross_scc_blocked
rpoD,hisA,cross_scc_blocked
rpoD,hisB,cross_scc_blocked
rpoD,hisF,cross_scc_blocked
rpoD,hisH,cross_scc_blocked
rpoD,hisI,cross_scc_blocked
rpoD,hisJ,cross_scc_blocked
rpoD,hisM,cross_scc_blocked
rpoD,hisP,cross_scc_blocked
rpoD,hisQ,cross_scc_blocked
rpoD,hisR,cross_scc_blocked
rpoD,hiuH,cross_scc_blocked
rpoD,hns,same_scc_long
rpoD,hofB,cross_scc_blocked
rpoD,hofC,cross_scc_blocked
rpoD,hpf,cross_scc_blocked
rpoD,hpt,cross_scc_blocked
rpoD,hslJ,cross_scc_blocked
rpoD,htrE,cross_scc_blocked
rpoD,hupB,cross_scc_blocked
rpoD,hyaA,cross_scc_blocked
rpoD,hyaB,cross_scc_blocked
rpoD,hyaC,cross_scc_blocked
rpoD,hyaD,cross_scc_blocked
rpoD,hyaE,cross_scc_blocked
rpoD,hyaF,cross_scc_blocked
rpoD,hybA,cross_scc_blocked
rpoD,hybB,cross_scc_blocked
rpoD,hybC,cross_scc_blocked
rpoD,hybD,cross_scc_blocked
rpoD,hybE,cross_scc_blocked
rpoD,hybF,cross_scc_blocked
rpoD,hybG,cross_scc_blocked
rpoD,hybO,cross_scc_blocked
rpoD,hyi,cross_scc_blocked
rpoD,hypF,cross_scc_blocked
rpoD,icd,cross_scc_blocked
rpoD,idlP,cross_scc_blocked
rpoD,idnK,cross_scc_blocked
rpoD,idnR,cross_scc_blocked
rpoD,ihfB,same_scc_long
rpoD,ileS,cross_scc_blocked
rpoD,ileT,cross_scc_blocked
rpoD,ileU,cross_scc_blocked
rpoD,ileV,cross_scc_blocked
rpoD,ilvA,cross_scc_blocked
rpoD,ilvB,cross_scc_blocked
rpoD,ilvC,cross_scc_blocked
rpoD,ilvD,cross_scc_blocked
rpoD,ilvE,cross_scc_blocked
rpoD,ilvH,cross_scc_blocked
rpoD,ilvI,cross_scc_blocked
rpoD,ilvL,cross_scc_blocked
rpoD,ilvM,cross_scc_blocked
rpoD,ilvN,cross_scc_blocked
rpoD,ilvX,cross_scc_blocked
rpoD,ilvY,cross_scc_blocked
rpoD,inaA,cross_scc_blocked
rpoD,infA,cross_scc_blocked
rpoD,infB,cross_scc_blocked
rpoD,infC,cross_scc_blocked
rpoD,iraD,cross_scc_blocked
rpoD,iraM,cross_scc_blocked
rpoD,iraP,cross_scc_blocked
rpoD,ispH,cross_scc_blocked
rpoD,isrC,cross_scc_blocked
rpoD,ivbL,cross_scc_blocked
rpoD,katG,cross_scc_blocked
rpoD,kbaY,cross_scc_blocked
rpoD,kbaZ,cross_scc_blocked
rpoD,kbl,cross_scc_blocked
rpoD,kdpA,cross_scc_blocked
rpoD,kdsA,cross_scc_blocked
rpoD,lacA,cross_scc_blocked
rpoD,lacI,cross_scc_blocked
rpoD,lacY,cross_scc_blocked
rpoD,lacZ,cross_scc_blocked
rpoD,lamB,cross_scc_blocked
rpoD,lapA,cross_scc_blocked
rpoD,lapB,cross_scc_blocked
rpoD,ldtC,cross_scc_blocked
rpoD,leuA,cross_scc_blocked
rpoD,leuB,cross_scc_blocked
rpoD,leuC,cross_scc_blocked
rpoD,leuD,cross_scc_blocked
rpoD,leuL,cross_scc_blocked
rpoD,leuO,same_scc_long
rpoD,leuP,cross_scc_blocked
rpoD,leuQ,cross_scc_blocked
rpoD,leuT,cross_scc_blocked
rpoD,leuU,cross_scc_blocked
rpoD,leuV,cross_scc_blocked
rpoD,leuW,cross_scc_blocked
rpoD,leuX,cross_scc_blocked
rpoD,lexA,two_cycle
rpoD,lhr,cross_scc_blocked
rpoD,lipB,cross_scc_blocked
rpoD,livF,cross_scc_blocked
rpoD,livG,cross_scc_blocked
rpoD,livH,cross_scc_blocked
rpoD,livJ,cross_scc_blocked
rpoD,livK,cross_scc_blocked
rpoD,livM,cross_scc_blocked
rpoD,lldD,cross_scc_blocked
rpoD,lldP,cross_scc_blocked
rpoD,lldR,same_scc_long
rpoD,lolA,cross_scc_blocked
rpoD,lon,cross_scc_blocked
rpoD,lpd,cross_scc_blocked
rpoD,lptA,cross_scc_blocked
rpoD,lptB,cross_scc_blocked
rpoD,lptD,cross_scc_blocked
rpoD,lpxC,cross_scc_blocked
rpoD,lrp,same_scc_long
rpoD,lspA,cross_scc_blocked
rpoD,lsrK,cross_scc_blocked
rpoD,lsrR,cross_scc_blocked
rpoD,lysA,cross_scc_blocked
rpoD,lysC,cross_scc_blocked
rpoD,lysO,cross_scc_blocked
rpoD,lysP,cross_scc_blocked
rpoD,lysR,cross_scc_blocked
rpoD,lysT,cross_scc_blocked
rpoD,lysU,cross_scc_blocked
rpoD,lysV,cross_scc_blocked
rpoD,lysW,cross_scc_blocked
rpoD,lyxK,cross_scc_blocked
rpoD,malE,cross_scc_blocked
rpoD,malF,cross_scc_blocked
rpoD,malG,cross_scc_blocked
rpoD,malI,cross_scc_blocked
rpoD,malK,cross_scc_blocked
rpoD,malM,cross_scc_blocked
rpoD,malP,cross_scc_blocked
rpoD,malQ,cross_scc_blocked
rpoD,malS,cross_scc_blocked
rpoD,malT,cross_scc_blocked
rpoD,malX,cross_scc_blocked
rpoD,malY,cross_scc_blocked
rpoD,manA,cross_scc_blocked
rpoD,manX,cross_scc_blocked
rpoD,manY,cross_scc_blocked
rpoD,manZ,cross_scc_blocked
rpoD,marA,cross_scc_blocked
rpoD,marB,cross_scc_blocked
rpoD,marR,cross_scc_blocked
rpoD,mazE,cross_scc_blocked
rpoD,mazF,cross_scc_blocked
