cause,effect,nonident_cause
fis,dmsA,cross_scc_blocked
fis,dmsB,cross_scc_blocked
fis,dmsC,cross_scc_blocked
fis,dnaA,same_scc_long
fis,dnaN,cross_scc_blocked
fis,dps,cross_scc_blocked
fis,dusB,cross_scc_blocked
fis,fadA,cross_scc_blocked
fis,fadB,cross_scc_blocked
fis,fau,cross_scc_blocked
fis,fimA,cross_scc_blocked
fis,fimC,cross_scc_blocked
fis,fimD,cross_scc_blocked
fis,fimF,cross_scc_blocked
fis,fimG,cross_scc_blocked
fis,fimH,cross_scc_blocked
fis,fimI,cross_scc_blocked
fis,fis,self_loop
fis,flxA,cross_scc_blocked
fis,fumB,cross_scc_blocked
fis,gadA,cross_scc_blocked
fis,gadB,cross_scc_blocked
fis,gadC,cross_scc_blocked
fis,gadX,same_scc_long
fis,glcC,cross_scc_blocked
fis,glnA,cross_scc_blocked
fis,glnG,same_scc_long
fis,glnL,cross_scc_blocked
fis,glnQ,cross_scc_blocked
fis,glnU,cross_scc_blocked
fis,glnV,cross_scc_blocked
fis,glnW,cross_scc_blocked
fis,glnX,cross_scc_blocked
fis,glpA,cross_scc_blocked
fis,glpB,cross_scc_blocked
fis,glpC,cross_scc_blocked
fis,glpQ,cross_scc_blocked
fis,glpT,cross_scc_blocked
fis,gltT,cross_scc_blocked
fis,gltU,cross_scc_blocked
fis,gltV,cross_scc_blocked
fis,gltW,cross_scc_blocked
fis,gltX,cross_scc_blocked
fis,glyT,cross_scc_blocked
fis,glyU,cross_scc_blocked
fis,grcA,cross_scc_blocked
fis,guaA,cross_scc_blocked
fis,guaB,cross_scc_blocked
fis,gyrA,cross_scc_blocked
fis,gyrB,cross_scc_blocked
fis,hisR,cross_scc_blocked
fis,hlyE,cross_scc_blocked
fis,hns,same_scc_long
fis,hupA,cross_scc_blocked
fis,hupB,cross_scc_blocked
fis,hyaA,cross_scc_blocked
fis,hyaB,cross_scc_blocked
fis,hyaC,cross_scc_blocked
fis,hyaD,cross_scc_blocked
fis,hyaE,cross_scc_blocked
fis,hyaF,cross_scc_blocked
fis,ileT,cross_scc_blocked
fis,ileU,cross_scc_blocked
fis,ileV,cross_scc_blocked
fis,infB,cross_scc_blocked
fis,katE,cross_scc_blocked
fis,leuP,cross_scc_blocked
fis,leuQ,cross_scc_blocked
fis,leuT,cross_scc_blocked
fis,leuV,cross_scc_blocked
fis,leuW,cross_scc_blocked
fis,leuX,cross_scc_blocked
fis,lpd,cross_scc_blocked
fis,lysT,cross_scc_blocked
fis,lysV,cross_scc_blocked
fis,lysW,cross_scc_blocked
fis,malE,cross_scc_blocked
fis,malF,cross_scc_blocked
fis,malG,cross_scc_blocked
fis,marA,cross_scc_blocked
fis,marB,cross_scc_blocked
fis,marR,cross_scc_blocked
fis,mazE,cross_scc_blocked
fis,mazF,cross_scc_blocked
fis,mazG,cross_scc_blocked
fis,metT,cross_scc_blocked
fis,metU,cross_scc_blocked
fis,metY,cross_scc_blocked
fis,mglA,cross_scc_blocked
fis,mglC,cross_scc_blocked
fis,msrA,cross_scc_blocked
agaR,agaR,self_loop
alaS,alaS,self_loop
phoB,adiC,cross_scc_blocked
phoB,amn,cross_scc_blocked
phoB,argP,scc_edge_dissolved
phoB,asr,cross_scc_blocked
phoB,cra,same_scc_long
phoB,cusA,cross_scc_blocked
phoB,cusB,cross_scc_blocked
phoB,cusC,cross_scc_blocked
phoB,cusF,cross_scc_blocked
phoB,cusR,cross_scc_blocked
phoB,cusS,cross_scc_blocked
phoB,eda,cross_scc_blocked
phoB,feaR,cross_scc_blocked
phoB,gadW,same_scc_long
phoB,gadX,same_scc_long
phoB,hiuH,cross_scc_blocked
phoB,msrP,cross_scc_blocked
phoB,msrQ,cross_scc_blocked
phoB,ompF,cross_scc_blocked
phoB,phnC,cross_scc_blocked
phoB,phnD,cross_scc_blocked
phoB,phnF,cross_scc_blocked
phoB,phnG,cross_scc_blocked
phoB,phnH,cross_scc_blocked
phoB,phnI,cross_scc_blocked
phoB,phnJ,cross_scc_blocked
phoB,phnK,cross_scc_blocked
phoB,phnL,cross_scc_blocked
phoB,phnM,cross_scc_blocked
phoB,phnN,cross_scc_blocked
phoB,phnO,cross_scc_blocked
phoB,phnP,cross_scc_blocked
phoB,phoA,cross_scc_blocked
phoB,phoB,self_loop
phoB,phoE,cross_scc_blocked
phoB,phoH,cross_scc_blocked
phoB,phoQ,cross_scc_blocked
phoB,phoR,cross_scc_blocked
phoB,phoU,cross_scc_blocked
phoB,pitB,cross_scc_blocked
phoB,prpR,cross_scc_blocked
phoB,psiE,cross_scc_blocked
phoB,psiF,cross_scc_blocked
phoB,pstA,cross_scc_blocked
phoB,pstB,cross_scc_blocked
phoB,pstC,cross_scc_blocked
phoB,pstS,cross_scc_blocked
phoB,rcdB,cross_scc_blocked
phoB,sbcC,cross_scc_blocked
phoB,sbcD,cross_scc_blocked
phoB,tktB,cross_scc_blocked
phoB,ugpA,cross_scc_blocked
phoB,ugpB,cross_scc_blocked
phoB,ugpC,cross_scc_blocked
phoB,ugpE,cross_scc_blocked
phoB,ugpQ,cross_scc_blocked
phoB,waaH,cross_scc_blocked
phoB,yegH,cross_scc_blocked
phoB,ytfK,cross_scc_blocked
alsR,alsR,self_loop
mazE,mazE,self_loop
mazE,mazF,two_cycle
mazE,mazG,cross_scc_blocked
mazF,mazE,two_cycle
mazF,mazF,self_loop
mazF,mazG,cross_scc_blocked
araC,araC,self_loop
arcA,aceA,cross_scc_blocked
arcA,aceB,cross_scc_blocked
arcA,aceE,cross_scc_blocked
arcA,aceF,cross_scc_blocked
arcA,aceK,cross_scc_blocked
arcA,ackA,cross_scc_blocked
arcA,acnA,cross_scc_blocked
arcA,acnB,cross_scc_blocked
arcA,acpP,cross_scc_blocked
arcA,aldA,cross_scc_blocked
arcA,appA,cross_scc_blocked
arcA,appB,cross_scc_blocked
arcA,appC,cross_scc_blocked
arcA,appX,cross_scc_blocked
arcA,appY,cross_scc_blocked
arcA,arcA,self_loop
arcA,argR,same_scc_long
arcA,argT,cross_scc_blocked
arcA,betA,cross_scc_blocked
arcA,betB,cross_scc_blocked
arcA,betI,cross_scc_blocked
arcA,betT,cross_scc_blocked
arcA,cadA,cross_scc_blocked
arcA,cadB,cross_scc_blocked
arcA,caiA,cross_scc_blocked
arcA,caiB,cross_scc_blocked
arcA,caiC,cross_scc_blocked
arcA,caiD,cross_scc_blocked
arcA,caiE,cross_scc_blocked
arcA,caiT,cross_scc_blocked
arcA,carA,cross_scc_blocked
arcA,citC,cross_scc_blocked
arcA,citD,cross_scc_blocked
arcA,citE,cross_scc_blocked
arcA,citF,cross_scc_blocked
arcA,citG,cross_scc_blocked
arcA,citX,cross_scc_blocked
arcA,cycA,cross_scc_blocked
arcA,cydA,cross_scc_blocked
arcA,cydB,cross_scc_blocked
arcA,cydC,cross_scc_blocked
arcA,cydD,cross_scc_blocked
arcA,cyoA,cross_scc_blocked
arcA,cyoB,cross_scc_blocked
arcA,cyoC,cross_scc_blocked
arcA,cyoD,cross_scc_blocked
arcA,cyoE,cross_scc_blocked
arcA,dctA,cross_scc_blocked
arcA,dcuA,cross_scc_blocked
arcA,dcuB,cross_scc_blocked
arcA,dcuC,cross_scc_blocked
arcA,dpiA,cross_scc_blocked
arcA,dpiB,cross_scc_blocked
arcA,dppA,cross_scc_blocked
arcA,fadA,cross_scc_blocked
fis,mtlA,cross_scc_blocked
fis,mtlD,cross_scc_blocked
fis,mtlR,cross_scc_blocked
fis,nanA,cross_scc_blocked
fis,nanE,cross_scc_blocked
fis,nanK,cross_scc_blocked
fis,nanQ,cross_scc_blocked
fis,nanT,cross_scc_blocked
fis,narG,cross_scc_blocked
fis,narH,cross_scc_blocked
fis,narI,cross_scc_blocked
fis,narJ,cross_scc_blocked
fis,narK,cross_scc_blocked
fis,ndh,cross_scc_blocked
fis,nirB,cross_scc_blocked
fis,nirC,cross_scc_blocked
fis,nirD,cross_scc_blocked
fis,nrdA,cross_scc_blocked
fis,nrdB,cross_scc_blocked
fis,nrfA,cross_scc_blocked
fis,nrfB,cross_scc_blocked
fis,nrfC,cross_scc_blocked
fis,nrfD,cross_scc_blocked
fis,nrfE,cross_scc_blocked
fis,nrfF,cross_scc_blocked
fis,nrfG,cross_scc_blocked
fis,nuoA,cross_scc_blocked
fis,nuoB,cross_scc_blocked
fis,nuoC,cross_scc_blocked
fis,nuoE,cross_scc_blocked
fis,nuoF,cross_scc_blocked
fis,nuoG,cross_scc_blocked
fis,nuoH,cross_scc_blocked
fis,nuoI,cross_scc_blocked
fis,nuoJ,cross_scc_blocked
fis,nuoK,cross_scc_blocked
fis,nuoL,cross_scc_blocked
fis,nuoM,cross_scc_blocked
fis,nuoN,cross_scc_blocked
fis,nusA,cross_scc_blocked
fis,ogt,cross_scc_blocked
fis,osmE,cross_scc_blocked
fis,osmY,cross_scc_blocked
fis,patA,cross_scc_blocked
fis,pdxA,cross_scc_blocked
fis,pflB,cross_scc_blocked
fis,pheU,cross_scc_blocked
fis,pheV,cross_scc_blocked
fis,pnp,cross_scc_blocked
fis,proK,cross_scc_blocked
fis,proL,cross_scc_blocked
fis,proM,cross_scc_blocked
fis,proP,cross_scc_blocked
fis,ptsG,cross_scc_blocked
fis,pyrD,cross_scc_blocked
fis,rbfA,cross_scc_blocked
fis,recF,cross_scc_blocked
fis,rimP,cross_scc_blocked
fis,rnpB,cross_scc_blocked
fis,rplM,cross_scc_blocked
fis,rpsI,cross_scc_blocked
fis,rpsO,cross_scc_blocked
fis,rrfA,cross_scc_blocked
fis,rrfB,cross_scc_blocked
fis,rrfC,cross_scc_blocked
fis,rrfD,cross_scc_blocked
fis,rrfE,cross_scc_blocked
fis,rrfF,cross_scc_blocked
fis,rrfG,cross_scc_blocked
fis,rrfH,cross_scc_blocked
fis,rrlA,cross_scc_blocked
fis,rrlB,cross_scc_blocked
fis,rrlC,cross_scc_blocked
fis,rrlD,cross_scc_blocked
fis,rrlE,cross_scc_blocked
fis,rrlG,cross_scc_blocked
fis,rrlH,cross_scc_blocked
fis,rrsA,cross_scc_blocked
fis,rrsB,cross_scc_blocked
fis,rrsC,cross_scc_blocked
fis,rrsD,cross_scc_blocked
fis,rrsE,cross_scc_blocked
fis,rrsG,cross_scc_blocked
fis,rrsH,cross_scc_blocked
fis,rsmA,cross_scc_blocked
fis,serT,cross_scc_blocked
fis,serX,cross_scc_blocked
fis,sra,cross_scc_blocked
fis,ssrS,cross_scc_blocked
fis,thrT,cross_scc_blocked
fis,thrU,cross_scc_blocked
fis,thrV,cross_scc_blocked
fis,thrW,cross_scc_blocked
fis,tolB,cross_scc_blocked
fis,topA,cross_scc_blocked
fis,tpr,cross_scc_blocked
fis,trg,cross_scc_blocked
fis,trmA,cross_scc_blocked
fis,truB,cross_scc_blocked
fis,tufB,cross_scc_blocked
fis,tyrT,cross_scc_blocked
fis,tyrU,cross_scc_blocked
fis,tyrV,cross_scc_blocked
fis,valT,cross_scc_blocked
fis,valU,cross_scc_blocked
fis,valX,cross_scc_blocked
fis,valY,cross_scc_blocked
fis,xylF,cross_scc_blocked
fis,xylG,cross_scc_blocked
fis,xylH,cross_scc_blocked
fis,xylR,cross_scc_blocked
fis,yeaR,cross_scc_blocked
fis,yfaE,cross_scc_blocked
fis,yjcH,cross_scc_blocked
fis,yoaG,cross_scc_blocked
frlR,frlR,self_loop
fucR,fucR,self_loop
fur,actP,cross_scc_blocked
fur,amtB,cross_scc_blocked
fur,ansB,cross_scc_blocked
fur,araB,cross_scc_blocked
fur,argF,cross_scc_blocked
fur,argG,cross_scc_blocked
fur,aspC,cross_scc_blocked
fur,bfd,cross_scc_blocked
fur,cadC,cross_scc_blocked
fur,cirA,cross_scc_blocked
fur,cusC,cross_scc_blocked
fur,cyoA,cross_scc_blocked
fur,cyoB,cross_scc_blocked
fur,cyoC,cross_scc_blocked
fur,cyoD,cross_scc_blocked
fur,cyoE,cross_scc_blocked
fur,dmsA,cross_scc_blocked
fur,dmsB,cross_scc_blocked
fur,dmsC,cross_scc_blocked
fur,dppB,cross_scc_blocked
fur,dppC,cross_scc_blocked
fur,dppD,cross_scc_blocked
fur,dppF,cross_scc_blocked
fur,eamA,cross_scc_blocked
fur,entA,cross_scc_blocked
fur,entB,cross_scc_blocked
fur,entC,cross_scc_blocked
fur,entD,cross_scc_blocked
fur,entE,cross_scc_blocked
fur,entF,cross_scc_blocked
fur,entH,cross_scc_blocked
fur,entS,cross_scc_blocked
fur,erpA,cross_scc_blocked
fur,exbB,cross_scc_blocked
fur,exbD,cross_scc_blocked
fur,fecA,cross_scc_blocked
fur,fecB,cross_scc_blocked
fur,fecC,cross_scc_blocked
fur,fecD,cross_scc_blocked
fur,fecE,cross_scc_blocked
fur,fecI,cross_scc_blocked
fur,fecR,cross_scc_blocked
fur,feoA,cross_scc_blocked
fur,feoB,cross_scc_blocked
fur,feoC,cross_scc_blocked
fur,fepA,cross_scc_blocked
fur,fepB,cross_scc_blocked
fur,fepC,cross_scc_blocked
fur,fepD,cross_scc_blocked
fur,fepE,cross_scc_blocked
fur,fepG,cross_scc_blocked
fur,fes,cross_scc_blocked
fur,fhuA,cross_scc_blocked
fur,fhuB,cross_scc_blocked
fur,fhuC,cross_scc_blocked
fur,fhuD,cross_scc_blocked
fur,fhuF,cross_scc_blocked
fur,fiu,cross_scc_blocked
fur,flhC,same_scc_long
fur,flhD,same_scc_long
fur,fnr,same_scc_long
fur,ftnA,cross_scc_blocked
fur,ftnB,cross_scc_blocked
fur,fumB,cross_scc_blocked
fur,fumC,cross_scc_blocked
fur,fur,self_loop
fur,garK,cross_scc_blocked
fur,garL,cross_scc_blocked
fur,garP,cross_scc_blocked
fur,garR,cross_scc_blocked
fur,gdhA,cross_scc_blocked
fur,glnD,cross_scc_blocked
fur,glnG,same_scc_long
fur,glnK,cross_scc_blocked
fur,glnL,cross_scc_blocked
fur,glpF,cross_scc_blocked
fur,glpK,cross_scc_blocked
fur,gltB,cross_scc_blocked
fur,gltD,cross_scc_blocked
fur,gltF,cross_scc_blocked
fur,gnd,cross_scc_blocked
fur,gpmA,cross_scc_blocked
fur,grcA,cross_scc_blocked
fur,gspC,cross_scc_blocked
fur,gspD,cross_scc_blocked
fur,gspE,cross_scc_blocked
fur,gspF,cross_scc_blocked
fur,gspG,cross_scc_blocked
fur,gspH,cross_scc_blocked
fur,gspI,cross_scc_blocked
fur,gspJ,cross_scc_blocked
fur,gspK,cross_scc_blocked
fur,gspL,cross_scc_blocked
fur,gspM,cross_scc_blocked
fur,gspO,cross_scc_blocked
fur,hcaR,cross_scc_blocked
fur,hmp,cross_scc_blocked
fur,hybO,cross_scc_blocked
fur,katE,cross_scc_blocked
fur,katG,cross_scc_blocked
fur,lpd,cross_scc_blocked
fur,manX,cross_scc_blocked
fur,manY,cross_scc_blocked
fur,manZ,cross_scc_blocked
fur,map,cross_scc_blocked
fur,mdtL,cross_scc_blocked
fur,metH,cross_scc_blocked
fur,metJ,cross_scc_blocked
fur,mntH,cross_scc_blocked
fur,mntP,cross_scc_blocked
fur,nac,same_scc_long
fur,narQ,cross_scc_blocked
fur,ndh,cross_scc_blocked
fur,nfeF,cross_scc_blocked
fur,nohA,cross_scc_blocked
fur,nrdE,cross_scc_blocked
fur,nrdF,cross_scc_blocked
fur,nrdH,cross_scc_blocked
fur,nrdI,cross_scc_blocked
fur,nth,cross_scc_blocked
fur,ompF,cross_scc_blocked
fur,ompW,cross_scc_blocked
fur,oppA,cross_scc_blocked
fur,oppB,cross_scc_blocked
fur,oppC,cross_scc_blocked
fur,oppD,cross_scc_blocked
fur,oppF,cross_scc_blocked
fur,paaA,cross_scc_blocked
fur,paaB,cross_scc_blocked
fur,paaC,cross_scc_blocked
fur,paaD,cross_scc_blocked
fur,paaE,cross_scc_blocked
fur,paaF,cross_scc_blocked
fur,paaG,cross_scc_blocked
fur,paaH,cross_scc_blocked
fur,paaI,cross_scc_blocked
fur,paaJ,cross_scc_blocked
fur,paaK,cross_scc_blocked
fur,pstB,cross_scc_blocked
fur,purL,cross_scc_blocked
fur,purR,cross_scc_blocked
fur,pyrC,cross_scc_blocked
fur,rcnA,cross_scc_blocked
fur,rcnB,cross_scc_blocked
fur,recN,cross_scc_blocked
fur,rmf,cross_scc_blocked
fur,rnpB,cross_scc_blocked
fur,rpoS,same_scc_long
fur,rsd,cross_scc_blocked
fur,sdhA,cross_scc_blocked
fur,sdhB,cross_scc_blocked
fur,sdhC,cross_scc_blocked
fur,sdhD,cross_scc_blocked
fur,sodA,cross_scc_blocked
fur,soxR,same_scc_long
fur,soxS,two_cycle
fur,stfQ,cross_scc_blocked
fur,sucA,cross_scc_blocked
fur,sucB,cross_scc_blocked
fur,sucC,cross_scc_blocked
fur,sucD,cross_scc_blocked
fur,sufA,cross_scc_blocked
fur,sufB,cross_scc_blocked
fur,sufC,cross_scc_blocked
fur,sufD,cross_scc_blocked
fur,sufE,cross_scc_blocked
fur,sufS,cross_scc_blocked
fur,tauA,cross_scc_blocked
fur,tauB,cross_scc_blocked
fur,tauC,cross_scc_blocked
fur,tfaQ,cross_scc_blocked
fur,tonB,cross_scc_blocked
fur,udp,cross_scc_blocked
fur,ugpA,cross_scc_blocked
fur,ugpB,cross_scc_blocked
fur,ugpE,cross_scc_blocked
fur,uxaB,cross_scc_blocked
fur,uxaC,cross_scc_blocked
fur,waaL,cross_scc_blocked
fur,ybdZ,cross_scc_blocked
fur,ygaC,cross_scc_blocked
fur,yhhY,cross_scc_blocked
fur,yjcH,cross_scc_blocked
fur,yjjZ,cross_scc_blocked
fur,zinT,cross_scc_blocked
fur,zwf,cross_scc_blocked
galS,galE,cross_scc_blocked
galS,galK,cross_scc_blocked
galS,galM,cross_scc_blocked
galS,galP,cross_scc_blocked
galS,galR,two_cycle
galS,galS,self_loop
galS,galT,cross_scc_blocked
galS,mglA,cross_scc_blocked
galS,mglB,cross_scc_blocked
galS,mglC,cross_scc_blocked
glnG,amtB,cross_scc_blocked
glnG,argT,cross_scc_blocked
glnG,astA,cross_scc_blocked
glnG,astB,cross_scc_blocked
glnG,astC,cross_scc_blocked
glnG,astD,cross_scc_blocked
glnG,astE,cross_scc_blocked
glnG,cbl,cross_scc_blocked
glnG,ddpA,cross_scc_blocked
glnG,ddpB,cross_scc_blocked
glnG,ddpC,cross_scc_blocked
glnG,ddpD,cross_scc_blocked
glnG,ddpF,cross_scc_blocked
glnG,ddpX,cross_scc_blocked
glnG,glnA,cross_scc_blocked
glnG,glnG,self_loop
glnG,glnH,cross_scc_blocked
glnG,glnK,cross_scc_blocked
glnG,glnL,cross_scc_blocked
glnG,glnP,cross_scc_blocked
glnG,glnQ,cross_scc_blocked
glnG,hisJ,cross_scc_blocked
glnG,hisM,cross_scc_blocked
glnG,hisP,cross_scc_blocked
glnG,hisQ,cross_scc_blocked
glnG,nac,same_scc_long
glnG,patA,cross_scc_blocked
glnG,potF,cross_scc_blocked
glnG,potG,cross_scc_blocked
glnG,potH,cross_scc_blocked
glnG,potI,cross_scc_blocked
glnG,relA,cross_scc_blocked
glnG,rpoE,same_scc_long
glnG,rseA,cross_scc_blocked
glnG,rseB,cross_scc_blocked
glnG,rseC,cross_scc_blocked
glnG,rseD,cross_scc_blocked
glnG,rutA,cross_scc_blocked
glnG,rutB,cross_scc_blocked
glnG,rutC,cross_scc_blocked
glnG,rutD,cross_scc_blocked
glnG,rutE,cross_scc_blocked
glnG,rutF,cross_scc_blocked
glnG,rutG,cross_scc_blocked
glnG,yeaG,cross_scc_blocked
glnG,yeaH,cross_scc_blocked
glnG,yhdX,cross_scc_blocked
glnG,yhdY,cross_scc_blocked
glnG,yhdZ,cross_scc_blocked
gutM,gutM,self_loop
gutM,gutQ,cross_scc_blocked
gutM,srlA,cross_scc_blocked
gutM,srlB,cross_scc_blocked
gutM,srlD,cross_scc_blocked
gutM,srlE,cross_scc_blocked
gutM,srlR,two_cycle
hicB,hicB,self_loop
hyfR,hyfR,self_loop
idnR,idnR,self_loop
lsrR,lsrR,self_loop
malI,malI,self_loop
melR,melR,self_loop
mlc,mlc,self_loop
nagC,nagC,self_loop
ompR,acrR,same_scc_long
ompR,bolA,same_scc_long
ompR,cadA,cross_scc_blocked
ompR,cadB,cross_scc_blocked
ompR,cadC,cross_scc_blocked
ompR,copA,cross_scc_blocked
ompR,csgD,same_scc_long
ompR,csgE,cross_scc_blocked
ompR,csgF,cross_scc_blocked
ompR,csgG,cross_scc_blocked
ompR,csgI,cross_scc_blocked
ompR,dtpA,cross_scc_blocked
ompR,ecnB,cross_scc_blocked
ompR,fadE,cross_scc_blocked
ompR,fadL,cross_scc_blocked
ompR,feoA,cross_scc_blocked
ompR,feoB,cross_scc_blocked
ompR,feoC,cross_scc_blocked
ompR,flhC,same_scc_long
ompR,flhD,same_scc_long
ompR,galP,cross_scc_blocked
ompR,gmhA,cross_scc_blocked
ompR,htpX,cross_scc_blocked
ompR,lpp,cross_scc_blocked
ompR,malE,cross_scc_blocked
ompR,narU,cross_scc_blocked
ompR,narV,cross_scc_blocked
ompR,narW,cross_scc_blocked
ompR,narZ,cross_scc_blocked
ompR,nuoN,cross_scc_blocked
ompR,ompC,cross_scc_blocked
ompR,ompF,cross_scc_blocked
ompR,ompX,cross_scc_blocked
ompR,pdhR,cross_scc_blocked
ompR,pgaA,cross_scc_blocked
ompR,pgaB,cross_scc_blocked
ompR,pgaC,cross_scc_blocked
ompR,pgaD,cross_scc_blocked
ompR,queE,cross_scc_blocked
ompR,rhtA,cross_scc_blocked
ompR,rob,cross_scc_blocked
ompR,sra,cross_scc_blocked
ompR,sstT,cross_scc_blocked
ompR,tolC,cross_scc_blocked
ompR,yobB,cross_scc_blocked
ompR,znuA,cross_scc_blocked
oxyR,ahpC,cross_scc_blocked
oxyR,ahpF,cross_scc_blocked
oxyR,ccp,cross_scc_blocked
oxyR,dps,cross_scc_blocked
oxyR,dsbG,cross_scc_blocked
oxyR,elaB,cross_scc_blocked
oxyR,fhuF,cross_scc_blocked
oxyR,flu,cross_scc_blocked
oxyR,fur,scc_edge_dissolved
oxyR,gntP,cross_scc_blocked
oxyR,gor,cross_scc_blocked
oxyR,hcp,cross_scc_blocked
oxyR,hcr,cross_scc_blocked
oxyR,hemF,cross_scc_blocked
oxyR,hemH,cross_scc_blocked
oxyR,isrC,cross_scc_blocked
oxyR,katG,cross_scc_blocked
oxyR,metE,cross_scc_blocked
oxyR,metR,cross_scc_blocked
oxyR,mntH,cross_scc_blocked
oxyR,nfsA,cross_scc_blocked
oxyR,oxyR,self_loop
oxyR,poxB,cross_scc_blocked
oxyR,rimK,cross_scc_blocked
oxyR,sufA,cross_scc_blocked
oxyR,sufB,cross_scc_blocked
oxyR,sufC,cross_scc_blocked
oxyR,sufD,cross_scc_blocked
oxyR,sufE,cross_scc_blocked
oxyR,sufS,cross_scc_blocked
oxyR,trxC,cross_scc_blocked
oxyR,uof,cross_scc_blocked
oxyR,uxuA,cross_scc_blocked
oxyR,uxuB,cross_scc_blocked
oxyR,xthA,cross_scc_blocked
oxyR,ybjC,cross_scc_blocked
oxyR,ybjN,cross_scc_blocked
oxyR,ychF,cross_scc_blocked
oxyR,yjjZ,cross_scc_blocked
oxyR,zinT,cross_scc_blocked
oxyR,znuA,cross_scc_blocked
oxyR,znuB,cross_scc_blocked
oxyR,znuC,cross_scc_blocked
plaR,plaR,self_loop
rbsR,rbsR,self_loop
rhaR,rhaR,self_loop
rhaR,rhaS,two_cycle
rhaS,rhaR,two_cycle
rhaS,rhaS,self_loop
rplM,rplM,self_loop
rpsF,priB,cross_scc_blocked
rpsF,rplI,cross_scc_blocked
rpsF,rpsF,self_loop
rpsF,rpsR,two_cycle
rpsR,priB,cross_scc_blocked
rpsR,rplI,cross_scc_blocked
rpsR,rpsF,two_cycle
rpsR,rpsR,self_loop
srlR,gutM,two_cycle
srlR,gutQ,cross_scc_blocked
srlR,srlA,cross_scc_blocked
srlR,srlB,cross_scc_blocked
srlR,srlD,cross_scc_blocked
srlR,srlE,cross_scc_blocked
srlR,srlR,self_loop
sxy,sxy,self_loop
tdcA,tdcA,self_loop
uxuR,exuR,two_cycle
uxuR,lgoD,cross_scc_blocked
uxuR,lgoR,cross_scc_blocked
uxuR,uxuA,cross_scc_blocked
uxuR,uxuB,cross_scc_blocked
uxuR,uxuR,self_loop
zraR,acrE,cross_scc_blocked
zraR,cpxP,cross_scc_blocked
zraR,cspB,cross_scc_blocked
zraR,exuR,cross_scc_blocked
zraR,fliA,same_scc_long
zraR,gadW,same_scc_long
zraR,glnA,cross_scc_blocked
zraR,glnH,cross_scc_blocked
zraR,mdtL,cross_scc_blocked
zraR,pnp,cross_scc_blocked
zraR,raiA,cross_scc_blocked
zraR,rfaD,cross_scc_blocked
zraR,rmf,cross_scc_blocked
zraR,rpoH,same_scc_long
zraR,ssrA,cross_scc_blocked
zraR,tnaA,cross_scc_blocked
zraR,tnaB,cross_scc_blocked
zraR,yhhY,cross_scc_blocked
zraR,zraP,cross_scc_blocked
zraR,zraR,self_loop
zraR,zraS,cross_scc_blocked
fliA,aer,cross_scc_blocked
fliA,cheA,cross_scc_blocked
fliA,cheB,cross_scc_blocked
fliA,cheR,cross_scc_blocked
fliA,cheW,cross_scc_blocked
fliA,cheY,cross_scc_blocked
fliA,cheZ,cross_scc_blocked
fliA,flgM,cross_scc_blocked
fliA,flgN,cross_scc_blocked
fliA,fliA,self_loop
fliA,fliC,cross_scc_blocked
fliA,fliD,cross_scc_blocked
fliA,fliE,cross_scc_blocked
fliA,fliF,cross_scc_blocked
fliA,fliG,cross_scc_blocked
fliA,fliH,cross_scc_blocked
fliA,fliI,cross_scc_blocked
fliA,fliJ,cross_scc_blocked
fliA,fliK,cross_scc_blocked
fliA,fliL,cross_scc_blocked
fliA,fliM,cross_scc_blocked
fliA,fliN,cross_scc_blocked
fliA,fliO,cross_scc_blocked
fliA,fliP,cross_scc_blocked
fliA,fliQ,cross_scc_blocked
fliA,fliR,cross_scc_blocked
fliA,fliS,cross_scc_blocked
fliA,fliT,cross_scc_blocked
fliA,fliZ,scc_edge_dissolved
fliA,flxA,cross_scc_blocked
fliA,hemL,cross_scc_blocked
fliA,modA,cross_scc_blocked
fliA,modB,cross_scc_blocked
fliA,modC,cross_scc_blocked
fliA,motA,cross_scc_blocked
fliA,motB,cross_scc_blocked
fliA,oppA,cross_scc_blocked
fliA,oppB,cross_scc_blocked
fliA,oppC,cross_scc_blocked
fliA,oppD,cross_scc_blocked
fliA,oppF,cross_scc_blocked
fliA,pdeH,cross_scc_blocked
fliA,ppdA,cross_scc_blocked
fliA,ppdB,cross_scc_blocked
fliA,ppdC,cross_scc_blocked
fliA,prs,cross_scc_blocked
fliA,rdcA,cross_scc_blocked
fliA,recC,cross_scc_blocked
fliA,tap,cross_scc_blocked
fliA,tar,cross_scc_blocked
fliA,tcyJ,cross_scc_blocked
fliA,trg,cross_scc_blocked
fliA,tsr,cross_scc_blocked
fliA,ycgR,cross_scc_blocked
fliA,yecF,cross_scc_blocked
fliA,ygbK,cross_scc_blocked
fliA,ygdB,cross_scc_blocked
fliA,ynjH,cross_scc_blocked
fliZ,csgA,cross_scc_blocked
fliZ,csgB,cross_scc_blocked
fliZ,csgC,cross_scc_blocked
fliZ,csgD,two_cycle
fliZ,csgE,cross_scc_blocked
fliZ,csgF,cross_scc_blocked
fliZ,csgG,cross_scc_blocked
fliZ,flhC,two_cycle
fliZ,flhD,two_cycle
fliZ,gadB,cross_scc_blocked
fliZ,gadC,cross_scc_blocked
fliZ,gadE,scc_edge_dissolved
fliZ,hdeA,cross_scc_blocked
fliZ,hdeB,cross_scc_blocked
fliZ,mdtE,cross_scc_blocked
fliZ,mdtF,cross_scc_blocked
fliZ,mlrA,same_scc_long
