cause,effect,adjustment_set,same_scc
fliA,yjcS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ykfB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ykfF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ykfG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ykfH,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ykfI,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,ascG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,dosC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,glvC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,pdeG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,ttdR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,ydcC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
hns,yjjP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
csrA,dgcI,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
nhaR,alaT,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,alaU,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,alaV,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,gltT,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,gltU,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,gltV,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,gltW,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,ileT,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,ileU,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,ileV,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,nhaA,csrA|hns|rpoD|rpoS|ydeO,False
nhaR,osmC,csrA|hns|lrp|rcsB|rpoD|rpoS|ydeO,False
nhaR,pgaA,csrA|hns|nac|ompR|rpoD|rpoS|ydeO,False
nhaR,pgaB,csrA|hns|ompR|rpoD|rpoS|ydeO,False
nhaR,pgaC,csrA|hns|ompR|rpoD|rpoS|ydeO,False
nhaR,pgaD,csrA|hns|ompR|rpoD|rpoS|ydeO,False
nhaR,rmf,arcA|crp|csrA|cueR|fur|hns|kdpE|mcbR|phoP|rcdA|rpoD|rpoS|sdiA|slyA|ydeO|zntR|zraR,False
nhaR,rrfA,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfB,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfC,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfD,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfE,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfF,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfG,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrfH,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlA,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlB,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlC,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlD,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlE,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlG,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrlH,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsA,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsB,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsC,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsD,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsE,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsG,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rrsH,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
nhaR,rsd,arcA|csrA|cueR|fur|hns|kdpE|lrp|mcbR|nac|phoP|rcdA|rpoD|rpoS|sdiA|slyA|ydeO|zntR,False
nhaR,thrV,csrA|dksA|fis|hns|lrp|rpoD|rpoH|rpoS|ydeO,False
cueR,copA,ompR|rpoD,False
cueR,cueO,,False
cueR,moaA,csrA|fnr|modE,False
cueR,moaB,csrA|fnr|modE,False
cueR,moaC,csrA|fnr|modE,False
cueR,moaD,csrA|fnr|modE,False
cueR,moaE,csrA|fnr|modE,False
cueR,rmf,arcA|crp|fur|kdpE|mcbR|nhaR|phoP|rcdA|sdiA|slyA|zntR|zraR,False
cueR,rsd,arcA|fur|kdpE|lrp|mcbR|nac|nhaR|phoP|rcdA|rpoD|rpoS|sdiA|slyA|zntR,False
cusR,cusA,hprR|phoB|rpoD|yieP,False
cusR,cusB,hprR|phoB|rpoD,False
cusR,cusC,fur|hprR|phoB|rpoD,False
cusR,cusF,hprR|phoB|rpoD|yciT,False
cusR,cusS,hprR|phoB|rpoD,False
cusR,cyoA,arcA|cra|crp|fis|fnr|fur|gadE|hprR|pdhR|phoB|rpoD,False
cusR,cyoB,arcA|cra|crp|fis|fnr|fur|gadE|hprR|pdhR|phoB|rpoD,False
cusR,cyoC,arcA|cra|crp|fis|fnr|fur|gadE|hprR|pdhR|phoB|rpoD,False
cusR,cyoD,arcA|cra|crp|fis|fnr|fur|gadE|hprR|pdhR|phoB|rpoD,False
cusR,cyoE,arcA|cra|crp|fis|fnr|fur|gadE|hprR|pdhR|phoB|rpoD,False
cusR,hiuH,hprR|phoB|rpoD,False
cusR,msrP,hprR|phoB|rpoD,False
cusR,msrQ,hprR|phoB|rpoD,False
cynR,cynS,nac|rpoD,False
cynR,cynT,nac|rpoD,False
cynR,cynX,nac|rpoD,False
cysB,ariR,bluR|lrp|marA|phoP|rpoD|rpoS,False
cysB,cbl,cpxR|glnG|lrp|phoP|rpoD,False
cysB,cysA,hns|lrp|phoP|rpoD,False
cysB,cysC,lrp|phoP|rpoD,False
cysB,cysD,lrp|phoP|rpoD,False
cysB,cysH,hypT|ihfA|ihfB|lrp|phoP|rpoD,False
cysB,cysI,ihfA|ihfB|lrp|phoP|rpoD,False
cysB,cysJ,ihfA|ihfB|lrp|nac|phoP|rpoD|yafC|yeiE,False
cysB,cysK,lrp|phoP|rpoD,False
cysB,cysM,hns|lrp|phoP|rpoD,False
cysB,cysN,glaR|lrp|phoP|rpoD,False
cysB,cysP,hns|lrp|phoP|rpoD,False
cysB,cysU,hns|lrp|phoP|rpoD,False
cysB,cysW,hns|lrp|phoP|rpoD,False
cysB,dgcZ,cpxR|csrA|hns|lrp|phoP|rpoD,False
cysB,hslJ,lrp|phoP|rpoD,False
cysB,ssuA,cpxR|fnr|glnG|ihfA|ihfB|lrp|phoP|rpoD|yeiE,False
cysB,ssuB,cpxR|fnr|glnG|ihfA|ihfB|lrp|phoP|rpoD,False
cysB,ssuC,cpxR|fnr|glnG|ihfA|ihfB|lrp|phoP|rpoD,False
cysB,ssuD,cpxR|fnr|glnG|ihfA|ihfB|lrp|phoP|rpoD,False
cysB,ssuE,cpxR|fnr|glnG|ihfA|ihfB|lrp|nac|phoP|rpoD,False
cysB,tauA,cpxR|fur|glnG|lrp|nac|phoP|rpoD,False
cysB,tauB,cpxR|fur|glnG|lrp|phoP|rpoD,False
cysB,tauC,cpxR|fur|glnG|lrp|phoP|rpoD,False
cysB,tauD,cpxR|glnG|lrp|phoP|rpoD,False
cysB,tcyJ,csgD|flhC|flhD|fliA|hns|ihfA|ihfB|lrp|matA|nsrR|phoP|rpoD|sutR,False
cysB,tcyP,lrp|phoP|rpoD,False
cysB,ybdN,arcA|citR|fnr|lrp|phoP|rpoD,False
cysB,yciW,lrp|phoP|rpoD,False
cysB,yfbR,lrp|phoP|rpoD|rpoH,False
cysB,ygeH,lrp|phoP|rpoD,False
cysB,yoaC,lrp|phoP|rpoD|rpoE|yeiE,False
deaD,mntR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
mntR,dps,argR|deaD|fis|hns|ihfA|ihfB|oxyR|rpoD|rpoS,False
mntR,mntH,deaD|fur|nac|oxyR|rpoD,False
mntR,mntP,deaD|fur|rpoD,False
mntR,mntS,deaD|rpoD,False
uvrY,luxS,deaD|lexA|nac|rpoD|rpoS,False
uvrY,uhpT,crp|deaD|lexA|nac|rpoD|uhpA,False
uvrY,ydeP,deaD|evgA|hns|lexA|nac|nagC|narL|narP|phoP|rcsB|rpoD,False
decR,cyuA,marA|rpoD|soxS,False
decR,cyuP,marA|rpoD|soxS,False
deoR,deoA,crp|cytR|fis|modE|rpoD,False
deoR,deoB,crp|cytR|fis|lrp|modE|rpoD,False
deoR,deoC,crp|cytR|fis|modE|rpoD,False
deoR,deoD,crp|cytR|fis|modE|rpoD,False
deoR,nupG,crp|cytR|rpoD,False
deoR,tsx,crp|cytR|rpoD,False
dhaR,dhaK,lrp|nac|rpoS|srsR,False
dhaR,dhaL,nac|rpoS|srsR,False
dhaR,dhaM,nac|rpoS|srsR,False
dicA,dicB,dicD|rpoD,False
dicA,dicC,dicD|rpoD,False
dicA,insD7,dicD|rpoD,False
dicA,intQ,dicD|rpoD,False
dicA,ydfD,dicD|rpoD,False
dicA,ydfW,dicD|rpoD,False
dicA,ydfX,dicD|rpoD,False
dicD,dicA,,False
dicD,dicB,rpoD,False
dicD,dicC,rpoD,False
dicF,ftsZ,argR|lexA|mraZ|pdhR|rcsB|rpoD|rpoS|sdiA,False
dicF,manX,cra|crp|fur|hfq|mlc|nagC|rpoD,False
dicF,pykA,fnr|rpoD|rpoS,False
dicF,xylR,arcA|crp|fis,False
rplA,rplJ,dksA,False
rplA,rplK,dksA,False
rplA,rplL,dksA,False
rplA,rpoB,dksA,False
rplA,rpoC,dksA,False
rplT,rpmI,dksA|fnr|nsrR|rpoD,False
rpoD,3'ETS-<i>leuZ</i>,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,acpS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,agaB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,agaC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,agaD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,agaI,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,agaR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,agaS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,alsA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,alsB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,alsC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,alsE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,alsR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,ampG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,amyA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,apt,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,arfA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,argQ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,argV,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,argY,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,argZ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,aroB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,aroH,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,arsB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,arsC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,arsR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,asnU,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,igaA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,kgtP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,ndk,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,nudE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,pepN,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,pqqU,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,pyrS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,rho,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,ybfA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,ybiU,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,ydeA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,ydgC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,yeiQ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,yfiF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,yhgE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,yjiR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
arcA,ynaJ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,atpC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,atpD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,atpE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,atpF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,atpG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,azoR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bcp,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bcsE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bcsF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bcsG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bdcA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bioA,alpA|basR|birA|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bioB,alpA|basR|birA|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bioC,alpA|basR|birA|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bioD,alpA|basR|birA|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,bioF,alpA|basR|birA|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,btuD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,cecR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,cedA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,chpB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,clpA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,cmk,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,coaD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,cobS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,corA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,cutA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,cysT,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dam,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,damX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dapA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dapE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dapF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,def,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,degQ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,degS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dicB,alpA|basR|btsR|dicA|dicD|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dicC,alpA|basR|btsR|dicA|dicD|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dsdC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dut,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,dxs,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,efp,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,emrA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,emrB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,era,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,fabF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,fdx,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,fmt,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,frr,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,frsA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,gcvA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,gcvR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glrK,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glyQ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glyS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glyV,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glyW,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glyX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,glyY,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,gntR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,gph,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,grxB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,grxC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,grxD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,gsk,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,higA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,higB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,hisS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,hokD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,hscA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,hscB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,ibsC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,ibsD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,ileX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,insD7,alpA|basR|btsR|dicA|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,intQ,alpA|basR|btsR|dicA|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,intS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,iscA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,iscR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,iscS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,iscU,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,iscX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,ispA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,istR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,kdpB,alpA|basR|btsR|glaR|glrR|kdpE|nsrR|ptrR|rcdA,False
rpoD,kdpC,alpA|basR|btsR|glaR|glrR|kdpE|nsrR|ptrR|rcdA,False
rpoD,kdpF,alpA|basR|btsR|glaR|glrR|kdpE|nsrR|ptrR|rcdA,False
rpoD,kdsB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,kdsC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,kdsD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,leuZ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,lgt,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,loiP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,lptC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,lptM,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,lpxT,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,mepH,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,metG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,metW,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,metZ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,mfd,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,mngR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,mprA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,mrp,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,nadB,alpA|basR|btsR|glaR|glrR|nadR|nsrR|ptrR|rcdA,False
rpoD,nadE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,nei,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,nlpD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,nnr,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,npr,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,nrdR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,nudB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,paaX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,paaY,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,panB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,panC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,panD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,panF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pcm,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pdxJ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pepA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pepP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pflA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pgpB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pheA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pheL,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pheP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,plsX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pntB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,prmA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,proS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pspF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pssA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pth,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,purU,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,pyrH,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,rbn,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,rcnR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,recO,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,relB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,relE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,rffC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,rffG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoD,rffH,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
