cause,effect,adjustment_set,same_scc
rpoH,holC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,hslO,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,hslR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,hslU,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,hslV,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,lnt,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,mbiA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,mhpT,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,mpaA,alpA|basR|btsR|glaR|glrR|nsrR|pgrR|ptrR|rcdA,False
rpoH,nanX,alpA|basR|btsR|glaR|glrR|nanR|nsrR|ptrR|rcdA,False
rpoH,narP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,pgpC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,pncC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,prlC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,rdgB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,rpmE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,rsmJ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,tadA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yafE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,ybeY,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,ybeZ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yccE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,ycjF,alpA|basR|btsR|glaR|glrR|nsrR|pgrR|ptrR|rcdA,False
rpoH,ycjX,alpA|basR|btsR|glaR|glrR|nsrR|pgrR|ptrR|rcdA,False
rpoH,ycjY,alpA|basR|btsR|glaR|glrR|nsrR|pgrR|ptrR|rcdA,False
rpoH,yehR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yiaA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yibA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yjaZ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yjiT,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,ymjC,alpA|basR|btsR|glaR|glrR|nsrR|pgrR|ptrR|rcdA,False
rpoH,ymjD,alpA|basR|btsR|glaR|glrR|nsrR|pgrR|ptrR|rcdA,False
rpoH,yrdA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
rpoH,yrfG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,aaeA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,aaeB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,aaeR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,aaeX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,aegA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,agp,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,ampE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,arfB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,comR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,glpG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,glpR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,mokB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,psuG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,psuK,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,rihA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,rof,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA|yidZ,False
crp,yaeP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,yahN,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,yeiP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,yeiW,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,ygcW,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
crp,ygeW,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
pdeL,fliF,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False
pdeL,fliG,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False
pdeL,fliH,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False
pdeL,fliI,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False
pdeL,fliJ,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False
pdeL,fliK,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False
pdeL,rfe,cra|hns|nac|nsrR|rpoD,False
pdeL,yghJ,cra|hns|nac|rpoD,False
creB,ackA,arcA|fnr|nac|nagC|rpoD|rpoH,False
creB,cbrA,nagC|rpoD|rpoH,False
creB,cbrB,nac|nagC|rpoD|rpoH,False
creB,cpdA,nagC|rpoD|rpoH,False
creB,creD,nagC|rpoD|rpoH,False
creB,malE,crp|fis|hns|malT|nagC|ompR|rpoD|rpoH|stpA|yidZ,False
creB,malF,crp|fis|hns|malT|nagC|rpoD|rpoH|stpA,False
creB,malG,crp|fis|hns|malT|nagC|rpoD|rpoH|stpA,False
creB,nudF,nagC|rpoD|rpoH,False
creB,parE,nagC|rpoD|rpoH,False
creB,pta,nagC|rpoD|rpoH,False
creB,recG,dksA|nagC|rpoD|rpoH,False
creB,talA,dksA|nagC|rpoD|rpoH|rpoS,False
creB,yqiA,nagC|rpoD|rpoH,False
creB,yqiB,nagC|rpoD|rpoH,False
csqR,yihS,crp|rpoD,False
csqR,yihT,crp|rpoD,False
csqR,yihU,crp|rpoD,False
csqR,yihV,crp|rpoD,False
dcuR,aspA,crp|fnr|lrp|narL|rpoD,False
dcuR,dctA,arcA|crp|fnr|narL|rpoD,False
dcuR,dcuA,arcA|crp|fnr|narL|rpoD,False
dcuR,dcuB,arcA|crp|fnr|narL|rpoD,False
dcuR,dpiA,arcA|crp|fnr|narL|rpoD,False
dcuR,dpiB,arcA|crp|fnr|narL|rpoD,False
dcuR,frdA,crp|fnr|lrp|narL|rpoD|rpoS,False
dcuR,frdB,crp|fnr|lrp|narL|rpoD|rpoS,False
dcuR,frdC,crp|fnr|narL|rpoD|rpoS,False
dcuR,frdD,crp|fnr|narL|rpoD|rpoS,False
dcuR,fumB,arcA|crp|fis|fnr|fur|narL|rpoD,False
dcuR,pck,cra|crp|fnr|narL|rpoD,False
dgoR,dgoA,crp|rpoD,False
dgoR,dgoD,crp|rpoD,False
dgoR,dgoK,crp|rpoD,False
dgoR,dgoT,crp|rpoD,False
dksA,hisC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,hisD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,hisG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,pheS,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,pheT,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rplA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rplJ,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rplK,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rplL,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rpmB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA|yfeC,False
dksA,rpmG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rpoB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rpoC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rpsG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rpsL,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
dksA,rpsT,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
exuR,exuT,crp|dpiA|nac|rpoD|zraR,False
exuR,uxaA,crp|fnr|rpoD|zraR,False
exuR,uxaB,crp|fur|rpoD|zraR,False
exuR,uxaC,crp|fnr|fur|nac|rpoD|zraR,False
fis,cspI,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
agaR,agaB,rpoD,False
agaR,agaC,rpoD,False
agaR,agaD,rpoD,False
agaR,agaI,rpoD,False
agaR,agaS,rpoD,False
agaR,agaV,crp|rpoD,False
agaR,agaW,crp|rpoD,False
agaR,kbaY,nac|rpoD,False
agaR,kbaZ,crp|rpoD,False
allR,allA,nac,False
allR,allB,nac|rpoD,False
allR,allS,nac,False
allR,allW,nac|rpoD,False
allR,gcl,nac|rpoD,False
allR,glxK,nac|rpoD,False
allR,glxR,nac|rpoD,False
allR,hyi,nac|rpoD,False
allR,ybbY,nac|rpoD,False
allS,allC,allR|rpoD,False
allS,allD,allR|rpoD,False
allS,allE,allR|rpoD,False
alpA,intA,,False
alpA,phoB,basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
alpA,phoR,basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
phoB,mipA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
phoB,rspR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
alsR,alsA,rpoD,False
alsR,alsB,rpoD,False
alsR,alsC,rpoD,False
alsR,alsE,rpoD,False
alsR,rpiB,glaR|lrp|rpoD,False
ameF,mazE,crp|fis|hipA|hipB|hns|rpoD,False
ameF,mazF,crp|fis|hipA|hipB|hns|rpoD,False
appY,appA,arcA|dpiA|hns|rpoD|rpoS|ydeO,False
appY,appB,arcA|dpiA|hns|rpoD|rpoS|ydeO,False
appY,appC,arcA|cpxR|dpiA|hns|rpoD|rpoS|ydeO,False
appY,appX,arcA|dpiA|hns|rpoD|rpoS|ydeO,False
appY,hyaA,arcA|dpiA|fis|hns|iscR|narL|narP|rpoD|rpoS|ydeO,False
appY,hyaB,arcA|dpiA|fis|hns|iscR|narL|narP|rpoD|rpoS|ydeO,False
appY,hyaC,arcA|dpiA|fis|hns|iscR|narL|narP|rpoD|rpoS|ydeO,False
appY,hyaD,arcA|dpiA|fis|hns|iscR|narL|narP|rpoD|rpoS|ydeO,False
appY,hyaE,arcA|dpiA|fis|hns|iscR|narL|narP|rpoD|rpoS|ydeO,False
appY,hyaF,arcA|dpiA|fis|hns|iscR|narL|narP|rpoD|rpoS|ydeO,False
araC,araA,crp|rpoD|xylR,False
araC,araB,crp|fur|rpoD|xylR,False
araC,araD,crp|rpoD|xylR,False
araC,araE,crp|nac|rpoD|xylR,False
araC,araF,crp|nac|rpoD|rpoS|spf|xylR,False
araC,araG,crp|rpoD|rpoS|xylR,False
araC,araH,crp|rpoD|rpoS|xylR,False
araC,araJ,crp|rpoD|xylR,False
araC,xylA,crp|rpoD|xylR,False
araC,xylB,crp|rpoD|xylR,False
araC,ydeM,crp|gadX|nagC|rpoD|xylR,False
araC,ydeN,crp|gadX|lrp|nagC|rpoD|xylR,False
araC,ygeA,crp|rpoD|xylR,False
araC,yjfF,crp|rpoD|xylR,False
araC,ytfQ,crp|rpoD|xylR,False
araC,ytfR,crp|rpoD|xylR,False
araC,ytfT,crp|rpoD|xylR,False
arcA,dsbB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fis,queA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fis,yodD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
frlR,frlA,crp|rpoD,False
frlR,frlB,crp|rpoD,False
frlR,frlC,crp|rpoD,False
frlR,frlD,crp|rpoD,False
fucR,fucA,crp|hns|nac|rpoD|srsR,False
fucR,fucI,crp|rpoD|spf|srsR,False
fucR,fucK,crp|rpoD|spf|srsR,False
fucR,fucO,crp|rpoD|srsR,False
fucR,fucP,crp|rpoD|spf|srsR,False
fucR,fucU,crp|rpoD|srsR,False
fur,adhP,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,bssR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,efeB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,efeO,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,fhuE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,gpr,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,maeB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,mocA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,pepE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,qorA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rimO,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rsxA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rsxB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rsxC,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rsxD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rsxE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,rsxG,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,tqsA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,xynR,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,ybaN,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fur,yobD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
glpR,glpA,arcA|basR|crp|fis|flhC|flhD|fnr|plaR|rpoD,False
glpR,glpB,arcA|basR|crp|fis|flhC|flhD|fnr|rpoD,False
glpR,glpC,arcA|basR|crp|fis|flhC|flhD|fnr|rpoD,False
glpR,glpD,arcA|crp|rpoD,False
glpR,glpF,crp|fur|rpoD|spf,False
glpR,glpK,crp|fur|nac|rpoD,False
glpR,glpQ,crp|fis|fnr|ihfA|ihfB|rpoD|rpoN,False
glpR,glpT,crp|fis|fnr|ihfA|ihfB|plaR|rpoD,False
glpR,glpX,crp|rpoD,False
hfq,cirA,crp|fur|nac|rpoD|rpoH,False
hfq,manX,cra|crp|dicF|fur|mlc|nac|nagC|rpoD|rpoH,False
hfq,mutS,crp|nac|rpoD|rpoH|rpoS,False
hfq,oppA,arcA|crp|fliA|fur|lrp|modE|nac|rpoD|rpoH,False
hicB,hicA,crp|rpoD,False
hupA,galE,crp|fis|galR|galS|hns|hupB|nac|rpoD|rpoS,False
hupA,galK,crp|fis|galR|galS|hns|hupB|nac|rpoD|rpoS|spf,False
hupA,galM,crp|fis|galR|galS|hns|hupB|nac|rpoD|rpoS,False
hupA,galT,crp|fis|galR|galS|hns|hupB|nac|rpoD|rpoS,False
hupA,mtr,crp|fis|hupB|ihfA|ihfB|lrp|nac|rpoD|trpR|tyrR,False
hupA,pgm,crp|fis|hupB|nac,False
hupA,seqA,crp|fis|hupB|nac,False
hupA,tyrP,crp|fis|hupB|ihfA|ihfB|lrp|nac|rpoD|tyrR,False
hupB,galE,crp|fis|galR|galS|hns|hupA|rpoD|rpoS,False
hupB,galK,crp|fis|galR|galS|hns|hupA|rpoD|rpoS|spf,False
hupB,galM,crp|fis|galR|galS|hns|hupA|rpoD|rpoS,False
hupB,galT,crp|fis|galR|galS|hns|hupA|rpoD|rpoS,False
hupB,mtr,crp|fis|hupA|ihfA|ihfB|lrp|rpoD|trpR|tyrR,False
hupB,pgm,crp|fis|hupA|rpoD,False
hupB,seqA,crp|fis|hupA|rpoD,False
hupB,tyrP,crp|fis|hupA|ihfA|ihfB|lrp|rpoD|tyrR,False
hyfR,focB,crp|fhlA|fnr|rpoN,False
hyfR,hyfA,crp|fhlA|fnr|rpoN,False
hyfR,hyfB,crp|fhlA|fnr|rpoN,False
hyfR,hyfC,crp|fhlA|fnr|rpoN,False
hyfR,hyfD,crp|fhlA|fnr|rpoN,False
hyfR,hyfE,crp|fhlA|fnr|rpoN,False
hyfR,hyfF,crp|fhlA|fnr|rpoN,False
hyfR,hyfG,crp|fhlA|fnr|rpoN,False
hyfR,hyfH,crp|fhlA|fnr|rpoN,False
hyfR,hyfI,crp|fhlA|fnr|rpoN,False
hyfR,hyfJ,crp|fhlA|fnr|rpoN,False
idnR,gntK,crp|gntR|rpoD,False
idnR,gntU,crp|gntR|rpoD,False
idnR,idnD,crp|glaR|gntR|rpoD,False
idnR,idnK,crp|glaR|gntR|rpoD,False
idnR,idnO,crp|gntR|rpoD,False
idnR,idnT,crp|gntR|rpoD,False
lacI,lacA,crp|hns|marA|rpoD,False
lacI,lacY,crp|hns|marA|rpoD,False
lacI,lacZ,crp|hns|marA|rpoD,False
lsrR,lsrA,crp|rpoD|rpoS,False
lsrR,lsrB,crp|rpoD|rpoS,False
lsrR,lsrC,crp|rpoD|rpoS,False
lsrR,lsrD,crp|rpoD|rpoS,False
lsrR,lsrF,crp|rpoD|rpoS,False
lsrR,lsrG,crp|glaR|rpoD|rpoS,False
lsrR,lsrK,crp|rpoD,False
lsrR,tam,crp|glaR|rpoD|rpoS,False
malI,malX,crp|nac|rpoD,False
malI,malY,crp|nac|rpoD,False
malT,lamB,crp|lrp|mlc|rpoD,False
malT,malE,creB|crp|fis|hns|lrp|mlc|ompR|rpoD|stpA|yidZ,False
malT,malF,creB|crp|fis|hns|lrp|mlc|rpoD|stpA,False
malT,malG,creB|crp|fis|hns|lrp|mlc|rpoD|stpA,False
malT,malK,crp|lrp|mlc|rpoD,False
malT,malM,crp|lrp|mlc|rpoD,False
malT,malP,crp|fnr|lrp|mlc|rpoD,False
malT,malQ,crp|fnr|lrp|mlc|rpoD|rpoE,False
malT,malS,crp|lrp|mlc|phoP|rpoD,False
malT,malZ,crp|lrp|mlc|rpoD,False
melR,melA,crp|rpoD,False
melR,melB,crp|rpoD,False
mhpR,mhpA,crp|rpoD,False
mhpR,mhpB,crp|rpoD,False
mhpR,mhpC,crp|rpoD,False
mhpR,mhpD,crp|rpoD,False
mhpR,mhpE,crp|rpoD,False
mhpR,mhpF,crp|rpoD,False
mlc,bidA,crp|fnr|nac|rpoD|rpoH,False
mlc,crr,cra|crp|nagC|rpoD|rpoH|rpoS,False
mlc,malT,crp|lrp|rpoD|rpoH,False
mlc,manX,cra|crp|dicF|fur|hfq|nagC|rpoD|rpoH,False
mlc,manY,cra|crp|fur|nagC|rpoD|rpoH|rpsA,False
mlc,manZ,cra|crp|fur|nagC|rpoD|rpoH,False
mlc,ptsG,arcA|crp|fis|rpoD|rpoH|soxS,False
mlc,ptsH,cra|crp|flhC|flhD|nagC|rpoD|rpoH,False
mlc,ptsI,cra|crp|nagC|rpoD|rpoH,False
nagC,chbA,crp|rpoD,False
nagC,chbB,crp|rpoD,False
nagC,chbC,crp|rpoD,False
nagC,chbF,crp|rpoD,False
nagC,chbG,crp|lrp|rpoD,False
nagC,chbR,crp|rpoD,False
nagC,chiP,crp|rpoD,False
nagC,chiQ,crp|rpoD,False
nagC,creA,crp|lrp|rpoD|rpoH,False
nagC,creB,crp|rpoD|rpoH,False
nagC,creC,crp|rpoD|rpoH,False
nagC,creD,crp|rpoD|rpoH,False
nagC,crr,cra|crp|mlc|rpoD|rpoH|rpoS,False
nagC,dinI,crp|lexA|rpoD,False
nagC,eutD,crp|rpoD,False
nagC,eutM,crp|rpoD,False
nagC,eutP,crp|rpoD,False
nagC,eutQ,crp|rpoD,False
nagC,eutS,argR|crp|nac|rpoD,False
nagC,eutT,crp|rpoD,False
nagC,feoA,arcA|crp|fnr|fur|ompR|rpoD,False
nagC,feoB,crp|fnr|fur|ompR|rpoD,False
nagC,feoC,crp|fnr|fur|ompR|rpoD,False
nagC,fimB,basR|cpxR|crp|dksA|hns|ihfA|ihfB|nanR|rpoD,False
nagC,galP,cpxR|crp|galR|galS|ompR|rpoD,False
nagC,glmS,crp|rpoD,False
nagC,glmU,crp|rpoD,False
nagC,manX,cra|crp|dicF|fur|hfq|mlc|rpoD,False
nagC,manY,cra|crp|fur|mlc|rpoD|rpsA,False
nagC,manZ,cra|crp|fur|mlc|rpoD,False
nagC,nagA,crp|phoP|rpoD,False
nagC,nagB,crp|rpoD,False
nagC,nagE,crp|rpoD,False
nagC,nanC,crp|nanR|rpoD|spf,False
nagC,nanM,crp|nanR|rpoD,False
nagC,nanS,crp|nanR|rpoD,False
nagC,ptsH,cra|crp|flhC|flhD|mlc|rpoD|rpoH,False
nagC,ptsI,cra|crp|mlc|rpoD|rpoH,False
nagC,umpH,crp|rpoD,False
nagC,ydeM,araC|crp|gadX|rpoD,False
nagC,ydeN,araC|crp|gadX|lrp|rpoD,False
nagC,ydeP,crp|evgA|hns|nac|narL|narP|phoP|rcsB|rpoD|uvrY,False
ompR,alx,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
ompR,exoX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
ompR,narY,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
ompR,potE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
ompR,speF,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
ompR,speFL,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
ompR,tsgA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
oxyR,grxA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
plaR,eda,cra|crp|gntR|ihfA|ihfB|kdgR|phoB|rpoD,False
plaR,glpA,arcA|basR|crp|fis|flhC|flhD|fnr|glpR|ihfA|ihfB|rpoD,False
plaR,glpT,crp|fis|fnr|glpR|ihfA|ihfB|rpoD,False
plaR,lyxK,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,sgbE,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,sgbH,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,sgbU,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,ygjV,crp|ihfA|ihfB|rpoD,False
plaR,yiaK,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,yiaL,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,yiaM,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,yiaN,crp|ihfA|ihfB|rpoD|rpoE,False
plaR,yiaO,crp|ihfA|ihfB|rpoD|rpoE,False
rbsR,add,crp|rpoD,False
rbsR,dcd,crp|rpoD,False
rbsR,purD,crp|phoP|purR|rpoD,False
rbsR,purH,crp|phoP|purR|rpoD,False
rbsR,rbsA,crp|rpoD,False
rbsR,rbsB,crp|rpoD,False
rbsR,rbsC,crp|rpoD,False
rbsR,rbsD,crp|rpoD|yidZ,False
rbsR,rbsK,crp|rpoD,False
rbsR,udk,crp|rpoD,False
rhaS,rhaA,crp|rpoD|rpoS,False
rhaS,rhaB,crp|rpoD|rpoS,False
rhaS,rhaD,crp|rpoD|rpoN|rpoS,False
rhaS,rhaT,arcA|crp|rpoD|rpoS,False
rplM,rpsI,crp|dksA|fis|fnr|srmB,False
spf,araF,araC|crp|nac|rpoD|rpoS,False
spf,ascF,ascG|cpxR|crp|hns|nac|rpoD,False
spf,atoD,atoC|crp|ihfA|ihfB|nac|rpoD|rpoN,False
spf,caiA,arcA|caiF|crp|fnr|hns|nac|rpoD,False
spf,dppB,crp|fnr|fur|ihfA|ihfB|nac|rpoD,False
spf,ebgC,crp|ebgR|nac|rpoD,False
spf,fucI,crp|fucR|nac|rpoD|srsR,False
spf,fucK,crp|fucR|nac|rpoD|srsR,False
spf,fucP,crp|fucR|nac|rpoD|srsR,False
spf,galK,crp|galR|galS|hns|hupA|hupB|nac|rpoD|rpoS,False
spf,gdhA,argP|crp|fnr|fur|glaR|lrp|nac|rpoD,False
spf,glpF,crp|fur|glpR|nac|rpoD,False
spf,gltA,arcA|crp|ihfA|ihfB|nac|rpoD,False
spf,gss,crp|nac|rpoD,False
spf,lldP,arcA|crp|lldR|nac|pdhR|rpoD,False
spf,maeA,crp|nac|rpoD,False
spf,nanC,crp|nac|nagC|nanR|rpoD,False
spf,nanT,crp|fis|nac|nanR|rpoD,False
spf,paaK,crp|fur|ihfA|ihfB|nac|paaX|rpoD|slyA|srsR,False
spf,puuE,arcA|crp|nac|ptrR|puuR|rpoD|rpoS,False
spf,sdhC,arcA|cpxR|crp|fnr|fur|nac|rpoD,False
spf,srlA,crp|gutM|hns|nac|rpoD|srlR,False
spf,sthA,arcA|crp|lrp|nac|rpoD,False
spf,sucC,arcA|crp|fnr|fur|ihfA|ihfB|nac|rpoD|rpoS,False
spf,xylF,crp|fis|nac|rpoD|xylR,False
spf,yjiA,crp|nac|rpoD,False
spf,ytfJ,crp|lrp|nac|rpoD|rpoE,False
tdcA,tdcB,crp|fnr|ihfA|ihfB|nac|tdcR,False
tdcA,tdcC,crp|fnr|ihfA|ihfB|nac|tdcR,False
tdcA,tdcD,crp|fnr|ihfA|ihfB|nac|tdcR,False
tdcA,tdcE,crp|fnr|ihfA|ihfB|nac|tdcR,False
tdcA,tdcF,crp|fnr|ihfA|ihfB|nac|tdcR,False
tdcA,tdcG,crp|fnr|ihfA|ihfB|nac|tdcR,False
uxuR,fliC,crp|fliA|gadE|hns|matA|nac|rpoD|zraR,False
uxuR,gntP,crp|oxyR|rpoD|zraR,False
uxuR,uidA,crp|rpoD|uidR|zraR,False
uxuR,uidB,crp|rpoD|uidR|zraR,False
uxuR,uidC,crp|rpoD|uidR|zraR,False
zraR,sspA,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
zraR,yjjY,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
zraR,yrdD,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,flgK,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,flgL,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ispE,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,lolB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,rdcB,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,ves,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,yafW,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
fliA,yafX,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False
