cause,effect,status,adjustment_set,same_scc,timed_out
rpoD,lysC,unidentifiable,,False,False
rpoD,lysO,unidentifiable,,False,False
rpoD,lysP,unidentifiable,,False,False
rpoD,lysR,unidentifiable,,False,False
rpoD,lysT,unidentifiable,,False,False
rpoD,lysU,unidentifiable,,False,False
rpoD,lysV,unidentifiable,,False,False
rpoD,lysW,unidentifiable,,False,False
rpoD,lyxK,unidentifiable,,False,False
rpoD,malE,unidentifiable,,False,False
rpoD,malF,unidentifiable,,False,False
rpoD,malG,unidentifiable,,False,False
rpoD,malI,unidentifiable,,False,False
rpoD,malK,unidentifiable,,False,False
rpoD,malM,unidentifiable,,False,False
rpoD,malP,unidentifiable,,False,False
rpoD,malQ,unidentifiable,,False,False
rpoD,malS,unidentifiable,,False,False
rpoD,malT,unidentifiable,,False,False
rpoD,malX,unidentifiable,,False,False
rpoD,malY,unidentifiable,,False,False
rpoD,manA,unidentifiable,,False,False
rpoD,manX,unidentifiable,,False,False
rpoD,manY,unidentifiable,,False,False
rpoD,manZ,unidentifiable,,False,False
rpoD,marA,unidentifiable,,False,False
rpoD,marB,unidentifiable,,False,False
rpoD,marR,unidentifiable,,False,False
rpoD,mazE,unidentifiable,,False,False
rpoD,mazF,unidentifiable,,False,False
rpoD,mcbA,unidentifiable,,False,False
rpoD,mdh,unidentifiable,,False,False
rpoD,mdtE,unidentifiable,,False,False
rpoD,mdtF,unidentifiable,,False,False
rpoD,mdtI,unidentifiable,,False,False
rpoD,mdtJ,unidentifiable,,False,False
rpoD,mdtU,unidentifiable,,False,False
rpoD,melA,unidentifiable,,False,False
rpoD,melB,unidentifiable,,False,False
rpoD,melR,unidentifiable,,False,False
rpoD,menA,unidentifiable,,False,False
rpoD,mepH,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,metA,unidentifiable,,False,False
rpoD,metB,unidentifiable,,False,False
rpoD,metC,unidentifiable,,False,False
rpoD,metF,unidentifiable,,False,False
rpoD,metG,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,metH,unidentifiable,,False,False
rpoD,metI,unidentifiable,,False,False
rpoD,metJ,unidentifiable,,False,False
rpoD,metK,unidentifiable,,False,False
rpoD,metL,unidentifiable,,False,False
rpoD,metN,unidentifiable,,False,False
rpoD,metQ,unidentifiable,,False,False
rpoD,metT,unidentifiable,,False,False
rpoD,metU,unidentifiable,,False,False
rpoD,metV,unidentifiable,,False,False
rpoD,metW,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,metY,unidentifiable,,False,False
rpoD,metZ,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,mfd,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,mglA,unidentifiable,,False,False
rpoD,mglB,unidentifiable,,False,False
rpoD,mglC,unidentifiable,,False,False
rpoD,mgtA,unidentifiable,,False,False
rpoD,mgtL,unidentifiable,,False,False
rpoD,mgtS,unidentifiable,,False,False
rpoD,mhpA,unidentifiable,,False,False
rpoD,mhpB,unidentifiable,,False,False
rpoD,mhpC,unidentifiable,,False,False
rpoD,mhpD,unidentifiable,,False,False
rpoD,mhpE,unidentifiable,,False,False
rpoD,mhpF,unidentifiable,,False,False
rpoD,mhpR,unidentifiable,,False,False
rpoD,miaA,unidentifiable,,False,False
rpoD,mioC,unidentifiable,,False,False
rpoD,mlc,unidentifiable,,False,False
rpoD,mlrA,unidentifiable,,True,False
rpoD,mltF,unidentifiable,,False,False
rpoD,mngB,unidentifiable,,False,False
rpoD,mngR,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,mnmG,unidentifiable,,False,False
rpoD,mntH,unidentifiable,,False,False
rpoD,mntP,unidentifiable,,False,False
rpoD,mntS,unidentifiable,,False,False
rpoD,modA,unidentifiable,,False,False
rpoD,modB,unidentifiable,,False,False
rpoD,modC,unidentifiable,,False,False
rpoD,moeA,unidentifiable,,False,False
rpoD,moeB,unidentifiable,,False,False
rpoD,mpl,unidentifiable,,False,False
rpoD,mprA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,mqsA,unidentifiable,,True,False
rpoD,mqsR,unidentifiable,,False,False
rpoD,mraY,unidentifiable,,False,False
rpoD,mraZ,unidentifiable,,False,False
rpoD,mreB,unidentifiable,,False,False
rpoD,mreC,unidentifiable,,False,False
rpoD,mreD,unidentifiable,,False,False
rpoD,mrp,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,msrB,unidentifiable,,False,False
rpoD,msrP,unidentifiable,,False,False
rpoD,msrQ,unidentifiable,,False,False
rpoD,mtlA,unidentifiable,,False,False
rpoD,mtlD,unidentifiable,,False,False
rpoD,mtlR,unidentifiable,,False,False
rpoD,mtn,unidentifiable,,False,False
rpoD,mtr,unidentifiable,,False,False
rpoD,mukB,unidentifiable,,False,False
rpoD,mukE,unidentifiable,,False,False
rpoD,mukF,unidentifiable,,False,False
rpoD,murC,unidentifiable,,False,False
rpoD,murD,unidentifiable,,False,False
rpoD,murE,unidentifiable,,False,False
rpoD,murF,unidentifiable,,False,False
rpoD,murG,unidentifiable,,False,False
rpoD,murI,unidentifiable,,False,False
rpoD,murP,unidentifiable,,False,False
rpoD,murQ,unidentifiable,,False,False
rpoD,murR,unidentifiable,,False,False
rpoD,mutL,unidentifiable,,False,False
rpoD,mzrA,unidentifiable,,False,False
rpoD,nadB,identifiable,alpA|basR|btsR|glaR|glrR|nadR|nsrR|ptrR|rcdA,False,False
rpoD,nadE,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nagA,unidentifiable,,False,False
rpoD,nagB,unidentifiable,,False,False
rpoD,nagC,unidentifiable,,False,False
rpoD,nagE,unidentifiable,,False,False
rpoD,nanA,unidentifiable,,False,False
rpoD,nanE,unidentifiable,,False,False
rpoD,nanK,unidentifiable,,False,False
rpoD,nanQ,unidentifiable,,False,False
rpoD,nanT,unidentifiable,,False,False
rpoD,nanY,unidentifiable,,False,False
rpoD,napA,unidentifiable,,False,False
rpoD,napB,unidentifiable,,False,False
rpoD,napC,unidentifiable,,False,False
rpoD,napD,unidentifiable,,False,False
rpoD,napF,unidentifiable,,False,False
rpoD,napG,unidentifiable,,False,False
rpoD,napH,unidentifiable,,False,False
rpoD,narG,unidentifiable,,False,False
rpoD,narH,unidentifiable,,False,False
rpoD,narI,unidentifiable,,False,False
rpoD,narJ,unidentifiable,,False,False
rpoD,narK,unidentifiable,,False,False
rpoD,narL,unidentifiable,,False,False
rpoD,narU,unidentifiable,,False,False
rpoD,narX,unidentifiable,,False,False
rpoD,ndh,unidentifiable,,False,False
rpoD,nei,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nemA,unidentifiable,,False,False
rpoD,nemR,unidentifiable,,False,False
rpoD,nfeF,unidentifiable,,False,False
rpoD,nfo,unidentifiable,,False,False
rpoD,nfsA,unidentifiable,,False,False
rpoD,nfsB,unidentifiable,,False,False
rpoD,nfuA,unidentifiable,,False,False
rpoD,nhaA,unidentifiable,,False,False
rpoD,nhaR,unidentifiable,,False,False
rpoD,nirB,unidentifiable,,False,False
rpoD,nirC,unidentifiable,,False,False
rpoD,nirD,unidentifiable,,False,False
rpoD,nlpD,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nnr,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nohA,unidentifiable,,False,False
rpoD,npr,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nrdA,unidentifiable,,False,False
rpoD,nrdB,unidentifiable,,False,False
rpoD,nrdD,unidentifiable,,False,False
rpoD,nrdE,unidentifiable,,False,False
rpoD,nrdF,unidentifiable,,False,False
rpoD,nrdG,unidentifiable,,False,False
rpoD,nrdH,unidentifiable,,False,False
rpoD,nrdI,unidentifiable,,False,False
rpoD,nrdR,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nrfA,unidentifiable,,False,False
rpoD,nrfB,unidentifiable,,False,False
rpoD,nrfC,unidentifiable,,False,False
rpoD,nrfD,unidentifiable,,False,False
rpoD,nrfE,unidentifiable,,False,False
rpoD,nrfF,unidentifiable,,False,False
rpoD,nrfG,unidentifiable,,False,False
rpoD,nudB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,nuoA,unidentifiable,,False,False
rpoD,nuoB,unidentifiable,,False,False
rpoD,nuoC,unidentifiable,,False,False
rpoD,nuoE,unidentifiable,,False,False
rpoD,nuoF,unidentifiable,,False,False
rpoD,nuoG,unidentifiable,,False,False
rpoD,nuoH,unidentifiable,,False,False
rpoD,nuoI,unidentifiable,,False,False
rpoD,nuoJ,unidentifiable,,False,False
rpoD,nuoK,unidentifiable,,False,False
rpoD,nuoL,unidentifiable,,False,False
rpoD,nuoM,unidentifiable,,False,False
rpoD,nuoN,unidentifiable,,False,False
rpoD,nupC,unidentifiable,,False,False
rpoD,nupG,unidentifiable,,False,False
rpoD,nusA,unidentifiable,,False,False
rpoD,nusB,unidentifiable,,False,False
rpoD,obgE,unidentifiable,,False,False
rpoD,ompA,unidentifiable,,False,False
rpoD,ompC,unidentifiable,,False,False
rpoD,ompF,unidentifiable,,False,False
rpoD,ompN,unidentifiable,,False,False
rpoD,ompR,unidentifiable,,True,False
rpoD,ompX,unidentifiable,,False,False
rpoD,opgG,unidentifiable,,False,False
rpoD,opgH,unidentifiable,,False,False
rpoD,osmB,unidentifiable,,False,False
rpoD,osmC,unidentifiable,,False,False
rpoD,osmE,unidentifiable,,False,False
rpoD,osmY,unidentifiable,,False,False
rpoD,oxc,unidentifiable,,False,False
rpoD,oxyR,unidentifiable,,True,False
rpoD,paaA,unidentifiable,,False,False
rpoD,paaB,unidentifiable,,False,False
rpoD,paaC,unidentifiable,,False,False
rpoD,paaD,unidentifiable,,False,False
rpoD,paaE,unidentifiable,,False,False
rpoD,paaF,unidentifiable,,False,False
rpoD,paaG,unidentifiable,,False,False
rpoD,paaH,unidentifiable,,False,False
rpoD,paaI,unidentifiable,,False,False
rpoD,paaJ,unidentifiable,,False,False
rpoD,paaK,unidentifiable,,False,False
rpoD,paaX,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,paaY,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pabA,unidentifiable,,False,False
rpoD,panB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,panC,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,panD,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,panF,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,patZ,unidentifiable,,False,False
rpoD,pck,unidentifiable,,False,False
rpoD,pcm,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pcnB,unidentifiable,,False,False
rpoD,pdeL,unidentifiable,,False,False
rpoD,pdhR,unidentifiable,,False,False
rpoD,pdxJ,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pepA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pepD,unidentifiable,,False,False
rpoD,pepP,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pfkA,unidentifiable,,False,False
rpoD,pflA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pflB,unidentifiable,,False,False
rpoD,pgi,unidentifiable,,False,False
rpoD,pgk,unidentifiable,,False,False
rpoD,pgpA,unidentifiable,,False,False
rpoD,pgpB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pheA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pheL,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pheP,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pheU,unidentifiable,,False,False
rpoD,pheV,unidentifiable,,False,False
rpoD,phnC,unidentifiable,,False,False
rpoD,phnD,unidentifiable,,False,False
rpoD,phnF,unidentifiable,,False,False
rpoD,phnG,unidentifiable,,False,False
rpoD,phnH,unidentifiable,,False,False
rpoD,phnI,unidentifiable,,False,False
rpoD,phnJ,unidentifiable,,False,False
rpoD,phnK,unidentifiable,,False,False
rpoD,phnL,unidentifiable,,False,False
rpoD,phnM,unidentifiable,,False,False
rpoD,phnN,unidentifiable,,False,False
rpoD,phnO,unidentifiable,,False,False
rpoD,phnP,unidentifiable,,False,False
rpoD,phoA,unidentifiable,,False,False
rpoD,phoB,unidentifiable,,True,False
rpoD,phoE,unidentifiable,,False,False
rpoD,phoH,unidentifiable,,False,False
rpoD,phoR,unidentifiable,,False,False
rpoD,phoU,unidentifiable,,False,False
rpoD,pitB,unidentifiable,,False,False
rpoD,plaR,unidentifiable,,False,False
rpoD,pldA,unidentifiable,,False,False
rpoD,plsX,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pncB,unidentifiable,,False,False
rpoD,pnp,unidentifiable,,False,False
rpoD,pntA,unidentifiable,,False,False
rpoD,pntB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,polB,unidentifiable,,False,False
rpoD,poxB,unidentifiable,,False,False
rpoD,ppdD,unidentifiable,,False,False
rpoD,ppiA,unidentifiable,,False,False
rpoD,ppiD,unidentifiable,,False,False
rpoD,ppsA,unidentifiable,,False,False
rpoD,pqiA,unidentifiable,,False,False
rpoD,pqiB,unidentifiable,,False,False
rpoD,pqiC,unidentifiable,,False,False
rpoD,preA,unidentifiable,,False,False
rpoD,preT,unidentifiable,,False,False
rpoD,prfA,unidentifiable,,False,False
rpoD,prfC,unidentifiable,,False,False
rpoD,priB,unidentifiable,,False,False
rpoD,prlF,unidentifiable,,False,False
rpoD,prmA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,prmC,unidentifiable,,False,False
rpoD,proK,unidentifiable,,False,False
rpoD,proL,unidentifiable,,False,False
rpoD,proM,unidentifiable,,False,False
rpoD,proP,unidentifiable,,False,False
rpoD,proS,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,proV,unidentifiable,,False,False
rpoD,proW,unidentifiable,,False,False
rpoD,proX,unidentifiable,,False,False
rpoD,prpR,unidentifiable,,False,False
rpoD,prs,unidentifiable,,False,False
rpoD,psiE,unidentifiable,,False,False
rpoD,psiF,unidentifiable,,False,False
rpoD,pspF,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pssA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,pstA,unidentifiable,,False,False
rpoD,pstB,unidentifiable,,False,False
rpoD,pstC,unidentifiable,,False,False
rpoD,pstS,unidentifiable,,False,False
rpoD,pta,unidentifiable,,False,False
rpoD,pth,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,ptrA,unidentifiable,,False,False
rpoD,ptsG,unidentifiable,,False,False
rpoD,ptsH,unidentifiable,,False,False
rpoD,ptsI,unidentifiable,,False,False
rpoD,ptsN,unidentifiable,,False,False
rpoD,purA,unidentifiable,,False,False
rpoD,purB,unidentifiable,,False,False
rpoD,purC,unidentifiable,,False,False
rpoD,purD,unidentifiable,,False,False
rpoD,purE,unidentifiable,,False,False
rpoD,purF,unidentifiable,,False,False
rpoD,purH,unidentifiable,,False,False
rpoD,purK,unidentifiable,,False,False
rpoD,purL,unidentifiable,,False,False
rpoD,purM,unidentifiable,,False,False
rpoD,purN,unidentifiable,,False,False
rpoD,purR,unidentifiable,,False,False
rpoD,purT,unidentifiable,,False,False
rpoD,purU,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,putA,unidentifiable,,False,False
rpoD,putP,unidentifiable,,False,False
rpoD,pykA,unidentifiable,,False,False
rpoD,pykF,unidentifiable,,False,False
rpoD,pyrC,unidentifiable,,False,False
rpoD,pyrD,unidentifiable,,False,False
rpoD,pyrF,unidentifiable,,False,False
rpoD,pyrH,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,qseB,unidentifiable,,True,False
rpoD,qseC,unidentifiable,,False,False
rpoD,rapA,unidentifiable,,False,False
rpoD,rapZ,unidentifiable,,False,False
rpoD,rarA,unidentifiable,,False,False
rpoD,rbfA,unidentifiable,,False,False
rpoD,rbn,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rbsA,unidentifiable,,False,False
rpoD,rbsB,unidentifiable,,False,False
rpoD,rbsC,unidentifiable,,False,False
rpoD,rbsD,unidentifiable,,False,False
rpoD,rbsK,unidentifiable,,False,False
rpoD,rbsR,unidentifiable,,False,False
rpoD,rcnA,unidentifiable,,False,False
rpoD,rcnB,unidentifiable,,False,False
rpoD,rcnR,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rcsA,unidentifiable,,True,False
rpoD,rcsB,unidentifiable,,True,False
rpoD,rcsD,unidentifiable,,False,False
rpoD,recA,unidentifiable,,False,False
rpoD,recB,unidentifiable,,False,False
rpoD,recC,unidentifiable,,False,False
rpoD,recD,unidentifiable,,False,False
rpoD,recF,unidentifiable,,False,False
rpoD,recG,unidentifiable,,False,False
rpoD,recJ,unidentifiable,,False,False
rpoD,recN,unidentifiable,,False,False
rpoD,recO,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,recQ,unidentifiable,,False,False
rpoD,recX,unidentifiable,,False,False
rpoD,relA,unidentifiable,,False,False
rpoD,relB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,relE,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rep,unidentifiable,,False,False
rpoD,rfaD,unidentifiable,,False,False
rpoD,rfe,unidentifiable,,False,False
rpoD,rffC,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rffG,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rffH,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rffM,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rhaA,unidentifiable,,False,False
rpoD,rhaB,unidentifiable,,False,False
rpoD,rhaD,unidentifiable,,False,False
rpoD,rhaR,unidentifiable,,False,False
rpoD,rhaS,unidentifiable,,False,False
rpoD,rhaT,unidentifiable,,False,False
rpoD,ribA,unidentifiable,,False,False
rpoD,ribD,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,ribE,unidentifiable,,False,False
rpoD,ribF,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rihB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rimK,unidentifiable,,False,False
rpoD,rimM,unidentifiable,,False,False
rpoD,rimP,unidentifiable,,False,False
rpoD,rlmE,unidentifiable,,False,False
rpoD,rluA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rnb,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rnc,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rnd,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rne,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rnlA,unidentifiable,,False,False
rpoD,rnlB,unidentifiable,,False,False
rpoD,rnpB,unidentifiable,,False,False
rpoD,rnt,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rpe,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rpiB,unidentifiable,,False,False
rpoD,rplB,unidentifiable,,False,False
rpoD,rplC,unidentifiable,,False,False
rpoD,rplD,unidentifiable,,False,False
rpoD,rplI,unidentifiable,,False,False
rpoD,rplP,unidentifiable,,False,False
rpoD,rplQ,unidentifiable,,False,False
rpoD,rplS,unidentifiable,,False,False
rpoD,rplT,unidentifiable,,False,False
rpoD,rplU,unidentifiable,,False,False
rpoD,rplV,unidentifiable,,False,False
rpoD,rplW,unidentifiable,,False,False
rpoD,rplY,unidentifiable,,False,False
rpoD,rpmA,unidentifiable,,False,False
rpoD,rpmC,unidentifiable,,False,False
rpoD,rpmI,unidentifiable,,False,False
rpoD,rpoA,unidentifiable,,False,False
rpoD,rpoD,unidentifiable,,True,False
rpoD,rpoE,unidentifiable,,True,False
rpoD,rpoH,unidentifiable,,True,False
rpoD,rpoN,unidentifiable,,True,False
rpoD,rpoS,unidentifiable,,True,False
rpoD,rpoZ,unidentifiable,,False,False
rpoD,rpsA,unidentifiable,,True,False
rpoD,rpsB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rpsC,unidentifiable,,False,False
rpoD,rpsD,unidentifiable,,False,False
rpoD,rpsF,unidentifiable,,False,False
rpoD,rpsJ,unidentifiable,,False,False
rpoD,rpsK,unidentifiable,,False,False
rpoD,rpsM,unidentifiable,,False,False
rpoD,rpsO,unidentifiable,,False,False
rpoD,rpsP,unidentifiable,,False,False
rpoD,rpsQ,unidentifiable,,False,False
rpoD,rpsR,unidentifiable,,False,False
rpoD,rpsS,unidentifiable,,False,False
rpoD,rpsU,unidentifiable,,False,False
rpoD,rraA,unidentifiable,,False,False
rpoD,rraB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,rrfA,unidentifiable,,False,False
rpoD,rrfB,unidentifiable,,False,False
rpoD,rrfC,unidentifiable,,False,False
rpoD,rrfD,unidentifiable,,False,False
rpoD,rrfE,unidentifiable,,False,False
rpoD,rrfF,unidentifiable,,False,False
rpoD,rrfG,unidentifiable,,False,False
rpoD,rrfH,unidentifiable,,False,False
rpoD,rrlA,unidentifiable,,False,False
rpoD,rrlB,unidentifiable,,False,False
rpoD,rrlC,unidentifiable,,False,False
rpoD,rrlD,unidentifiable,,False,False
rpoD,rrlE,unidentifiable,,False,False
rpoD,rrlG,unidentifiable,,False,False
rpoD,rrlH,unidentifiable,,False,False
rpoD,rrsA,unidentifiable,,False,False
rpoD,rrsB,unidentifiable,,False,False
rpoD,rrsC,unidentifiable,,False,False
rpoD,rrsD,unidentifiable,,False,False
rpoD,rrsE,unidentifiable,,False,False
rpoD,rrsG,unidentifiable,,False,False
rpoD,rrsH,unidentifiable,,False,False
rpoD,rsd,unidentifiable,,False,False
rpoD,rseA,unidentifiable,,False,False
rpoD,rseB,unidentifiable,,False,False
rpoD,rseC,unidentifiable,,False,False
rpoD,rseD,unidentifiable,,False,False
rpoD,rsmG,unidentifiable,,False,False
rpoD,rsmH,unidentifiable,,False,False
rpoD,rutR,unidentifiable,,True,False
rpoD,ruvC,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,safA,unidentifiable,,False,False
rpoD,sbcC,unidentifiable,,False,False
rpoD,sbcD,unidentifiable,,False,False
rpoD,sdhA,unidentifiable,,False,False
rpoD,sdhB,unidentifiable,,False,False
rpoD,sdhC,unidentifiable,,False,False
rpoD,sdhD,unidentifiable,,False,False
rpoD,sdiA,unidentifiable,,True,False
rpoD,secB,unidentifiable,,False,False
rpoD,secG,unidentifiable,,False,False
rpoD,serA,unidentifiable,,False,False
rpoD,serC,unidentifiable,,False,False
rpoD,serT,unidentifiable,,False,False
rpoD,serU,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,serV,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,serW,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,serX,unidentifiable,,False,False
rpoD,setA,unidentifiable,,False,False
rpoD,sfsA,unidentifiable,,False,False
rpoD,sgbE,unidentifiable,,False,False
rpoD,sgbH,unidentifiable,,False,False
rpoD,sgbU,unidentifiable,,False,False
rpoD,sgrR,unidentifiable,,False,False
rpoD,sgrT,unidentifiable,,False,False
rpoD,shiA,unidentifiable,,False,False
rpoD,shoB,unidentifiable,,False,False
rpoD,sixA,unidentifiable,,False,False
rpoD,slmA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,slp,unidentifiable,,False,False
rpoD,sodA,unidentifiable,,False,False
rpoD,sodB,unidentifiable,,False,False
rpoD,sohB,unidentifiable,,False,False
rpoD,soxR,unidentifiable,,True,False
rpoD,soxS,unidentifiable,,True,False
rpoD,speA,unidentifiable,,False,False
rpoD,speB,unidentifiable,,False,False
rpoD,speD,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,speE,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,spf,unidentifiable,,False,False
rpoD,spoT,unidentifiable,,False,False
rpoD,spy,unidentifiable,,False,False
rpoD,srkA,unidentifiable,,False,False
rpoD,srlA,unidentifiable,,False,False
rpoD,srlB,unidentifiable,,False,False
rpoD,srlD,unidentifiable,,False,False
rpoD,srlE,unidentifiable,,False,False
rpoD,srlR,unidentifiable,,False,False
rpoD,ssb,unidentifiable,,False,False
rpoD,ssnA,unidentifiable,,False,False
rpoD,ssrA,unidentifiable,,False,False
rpoD,ssrS,unidentifiable,,False,False
rpoD,ssuA,unidentifiable,,False,False
rpoD,ssuB,unidentifiable,,False,False
rpoD,ssuC,unidentifiable,,False,False
rpoD,ssuD,unidentifiable,,False,False
rpoD,ssuE,unidentifiable,,False,False
rpoD,stfQ,unidentifiable,,False,False
rpoD,stpA,unidentifiable,,True,False
rpoD,sucA,unidentifiable,,False,False
rpoD,sucB,unidentifiable,,False,False
rpoD,sucC,unidentifiable,,False,False
rpoD,sucD,unidentifiable,,False,False
rpoD,sufA,unidentifiable,,False,False
rpoD,sufB,unidentifiable,,False,False
rpoD,sufC,unidentifiable,,False,False
rpoD,sufD,unidentifiable,,False,False
rpoD,sufE,unidentifiable,,False,False
rpoD,sufS,unidentifiable,,False,False
rpoD,sulA,unidentifiable,,False,False
rpoD,sutR,unidentifiable,,True,False
rpoD,sxy,unidentifiable,,False,False
rpoD,symE,unidentifiable,,False,False
rpoD,tatA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,tatB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
rpoD,tatC,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
