Timestamp,GeneA,GeneB,GeneC,GeneD
0.0,10.0,0.0,10.0,0.0
1.0204081632653061,9.07648943768294,0.7405109603003892,9.906841140929352,0.2761584743195749
2.0408163265306123,8.162249020468668,1.2406557241651177,9.812879697237832,0.7842155706437808
3.0612244897959187,7.259104181321688,1.6364069184423613,9.718094561086835,1.3863943511606724
4.081632653061225,6.3694407884637085,1.9654107750725742,9.622463682868268,2.042684765574938
5.1020408163265305,5.496443149197956,2.243020799240459,9.525964011306055,2.734572052227519
6.122448979591837,4.644461157980288,2.4755388266537395,9.428571428564753,3.4514285987980813
7.142857142857143,3.8195906705934894,2.6639405136660854,9.330260679804248,4.1862081482272755
8.16326530612245,3.030583054224111,2.804763217019363,9.23100529683273,4.933648444465015
9.183673469387756,2.290272063128807,2.889785864906394,9.130777514857824,5.689164569609278
10.204081632653061,1.6175938146227846,2.904690868756841,9.029548181633208,6.448167147487074
11.224489795918368,1.039433899741657,2.828038400710586,8.92728665855154,7.205241053496285
12.244897959183675,0.5882627378378021,2.6348741419859656,8.82396071217931,7.952902420497636
13.26530612244898,0.2866772019776688,2.3135302521149854,8.719536395726735,8.680256162681141
14.285714285714286,0.12185100924820276,1.8922472564865005,8.613977918703126,9.371923828062691
15.306122448979592,0.04731879714563355,1.437019307308171,8.50724750360341,10.008414404443304
16.3265306122449,0.017570779360187375,1.0151274994437767,8.399305227953759,10.567996505742794
17.346938775510203,0.006404507182643708,0.6724936577633276,8.290108849830773,11.030992997723773
18.367346938775512,0.0023179827660085705,0.42953281179773206,8.179613614699077,11.388535603237699
19.387755102040817,0.0008367717004632507,0.28023045523126877,8.067772041060175,11.651160744508609
20.408163265306122,0.0003017823272296277,0.19979524643376814,7.954533682001309,11.84536930173821
21.42857142857143,0.00010879985948044188,0.16072771493625376,7.839844859247154,11.99931863845763
22.448979591836736,3.922003626559982e-05,0.14330598032386282,7.72364836573665,12.13300644640374
23.46938775510204,1.4137364304611226e-05,0.1363689996656834,7.605883132048681,12.257733743421849
24.48979591836735,5.095911883046191e-06,0.13434004276058453,7.486483851156436,12.379171022671615
25.510204081632654,1.8368464323610861e-06,0.13459770196272644,7.365380554965591,12.500019918725766
26.53061224489796,6.620989167925686e-07,0.1359453227807284,7.242498134840678,12.621555892780195
27.551020408163264,2.3865649416032013e-07,0.13784552440718512,7.117755796789144,12.744398452647694
28.571428571428573,8.603839181876477e-08,0.14006097142313967,6.991066440070233,12.868872514968752
29.591836734693878,3.101702202475137e-08,0.142490303518837,6.862335945692278,12.995173732272379
30.612244897959183,1.1190115796001118e-08,0.14509412422468632,6.7314623581516555,13.123443518933804
31.63265306122449,4.041726609467989e-09,0.14786174556554144,6.598334940425672,13.25380332246533
32.6530612244898,1.4595072757788419e-09,0.15079638603572734,6.4628330772125535,13.386370547790216
33.673469387755105,5.272114508492864e-10,0.15390866589105606,6.324824994812241,13.521266351267105
34.69387755102041,2.1543728184603248e-10,0.1572138853598294,6.184166250744292,13.658619876178209
35.714285714285715,9.049651636377186e-11,0.16073091209842327,6.040697994090505,13.798571106218224
36.734693877551024,2.6367401886845112e-11,0.16448219029788225,5.894244837845776,13.941272984326986
37.755102040816325,1.3563761945737617e-11,0.16849403559010137,5.7446123280820505,14.086893648812532
38.775510204081634,5.455115652806625e-12,0.172797115192968,5.591583952298344,14.235618945000326
39.79591836734694,-5.438847105684788e-12,0.1774274516710495,5.434917421743584,14.387655139086533
40.816326530612244,-1.1803204000384809e-11,0.18242758272232984,5.2743401646443075,14.543232265140382
41.83673469387755,-9.603642863498662e-12,0.187848059820534,5.10954384977572,14.702608102910904
42.85714285714286,-3.677802494299544e-12,0.1937495005248742,4.940177393435532,14.86607311854331
43.87755102040816,-5.210331889437891e-13,0.20020532717014167,4.765838056569865,15.033956628761063
44.89795918367347,-7.745392175063106e-13,0.2073053697847373,4.58606021419935,15.206634428516493
45.91836734693878,-9.578938193665166e-13,0.2151608256230147,4.400300696731749,15.384538490145856
46.93877551020408,-3.710291125926364e-14,0.22391118943234173,4.207919427404236,15.568169395663654
47.95918367346939,4.3094248208044985e-13,0.23373415031449338,4.0081532903699015,15.758112571815564
48.9795918367347,2.0453910398802478e-14,0.2448600580742077,3.8000801605517713,15.95505979387421
50.0,-2.5638486182115754e-13,0.25759274711997837,3.5825685515041394,16.15983871387625
